security_id,asset_class,currency,price,market_value,duration_years
SEC0000455,Money Market,USD,561.13,76416374.21,9.58
SEC0000456,Government Bond,EUR,1249.84,104023870.52,0.22
SEC0000457,Money Market,GBP,3949.69,179322843.73,14.01
SEC0000458,Corporate Bond,EUR,3656.83,471467952.82,13.4
SEC0000459,ETF,INR,8425.4,98515720.15,13.12
SEC0000460,Government Bond,USD,4078.75,160988875.66,11.96
SEC0000461,ETF,EUR,3419.22,414888423.96,8.16
SEC0000462,Government Bond,EUR,1896.66,302766866.39,11.15
SEC0000463,Equity,GBP,3790.85,65908674.75,3.38
SEC0000464,Government Bond,INR,9750.42,34418119.09,9.35
SEC0000465,Money Market,USD,4043.36,25513064.69,14.34
SEC0000466,Corporate Bond,INR,4553.42,195460631.22,8.5
SEC0000467,Government Bond,GBP,5349.62,340744679.35,5.83
SEC0000468,Corporate Bond,USD,4070.98,352308403.82,11.87
SEC0000469,Money Market,GBP,7939.35,97958628.3,8.19
SEC0000470,ETF,USD,1124.32,441189926.86,10.76
SEC0000471,Equity,USD,6480.19,461630719.84,2.38
SEC0000472,Equity,USD,2290.87,494072384.77,7.17
SEC0000473,Equity,INR,6531.44,93092019.19,1.57
SEC0000474,Equity,EUR,2891.22,132403852.21,13.77
SEC0000475,Corporate Bond,EUR,528.96,220504456.41,2.0
SEC0000476,Government Bond,USD,26.86,186728376.33,11.17
SEC0000477,ETF,GBP,9723.83,136646955.43,12.11
SEC0000478,Money Market,GBP,3823.27,276069916.76,12.22
SEC0000479,Money Market,INR,2920.47,471772666.64,11.52
SEC0000480,Corporate Bond,EUR,4570.31,8935750.98,5.54
SEC0000481,Equity,USD,3081.93,362428377.58,4.15
SEC0000482,Government Bond,USD,9198.8,367030301.27,13.77
SEC0000483,Government Bond,GBP,8173.09,324470282.66,14.75
SEC0000484,Corporate Bond,INR,1649.29,299367972.15,9.61
SEC0000485,Corporate Bond,INR,5244.5,233235266.05,9.28
SEC0000486,Equity,INR,2072.94,124537263.42,2.33
SEC0000487,Money Market,INR,2540.15,239783857.51,10.76
SEC0000488,Corporate Bond,INR,9230.28,327493783.84,10.3
SEC0000489,Equity,EUR,8096.93,405014834.55,11.5
SEC0000490,Corporate Bond,EUR,1016.96,405861506.83,0.62
SEC0000491,Money Market,USD,2919.13,267623630.29,10.45
SEC0000492,Money Market,INR,2710.78,167664057.03,10.62
SEC0000493,Corporate Bond,GBP,9973.28,64617966.44,8.19
SEC0000494,Money Market,GBP,754.03,399410506.46,10.87
SEC0000495,Government Bond,EUR,8228.99,181243197.36,7.17
SEC0000496,Money Market,GBP,2153.8,72746411.38,12.67
SEC0000497,ETF,INR,2889.77,67782237.0,5.91
SEC0000498,Equity,USD,1159.44,215818218.17,6.45
SEC0000499,Government Bond,INR,9081.7,493490557.09,3.5
SEC0000500,Equity,INR,2418.64,28582599.91,5.4
SEC0000501,Equity,GBP,9038.51,217505465.2,11.23
SEC0000502,ETF,EUR,9108.21,474089974.24,11.08
SEC0000503,Money Market,EUR,3439.78,337676638.55,2.82
SEC0000504,Money Market,INR,974.35,383680625.33,6.47
SEC0000505,ETF,GBP,7466.61,333339689.26,12.52
SEC0000506,Money Market,INR,5796.66,453371970.47,10.1
SEC0000507,Government Bond,USD,6091.47,193600546.74,0.49
SEC0000508,ETF,GBP,4884.28,498261807.31,2.85
SEC0000509,ETF,USD,3439.61,24792398.74,13.82
SEC0000510,Corporate Bond,INR,6928.65,85333332.17,8.33
SEC0000511,ETF,USD,5220.18,154221636.63,1.03
SEC0000512,Government Bond,INR,1264.87,220865882.75,13.0
SEC0000513,Equity,INR,4142.05,136591652.21,6.21
SEC0000514,Corporate Bond,EUR,3613.24,9313613.56,13.95
SEC0000515,ETF,GBP,2187.22,282845362.1,12.88
SEC0000516,Corporate Bond,INR,9886.25,453218688.87,9.77
SEC0000517,Money Market,EUR,7409.16,271834781.0,8.95
SEC0000518,Money Market,USD,2557.62,46151795.69,6.55
SEC0000519,Government Bond,GBP,2164.3,440930327.13,1.36
SEC0000520,Money Market,INR,8917.61,31827625.59,7.98
SEC0000521,Government Bond,INR,6017.55,272894805.27,10.05
SEC0000522,Money Market,INR,3159.55,173622867.22,11.07
SEC0000523,Money Market,GBP,5160.09,12878975.87,1.54
SEC0000524,Corporate Bond,GBP,3411.28,398051228.52,0.76
SEC0000525,Corporate Bond,USD,2264.99,274635855.06,5.45
SEC0000526,Government Bond,EUR,9327.64,47017792.73,7.59
SEC0000527,Equity,USD,9985.07,6556118.04,3.09
SEC0000528,ETF,USD,3406.13,19464097.05,0.39
SEC0000529,Corporate Bond,USD,3487.71,214172855.4,5.84
SEC0000530,Corporate Bond,USD,632.51,338062325.69,10.98
SEC0000531,Government Bond,EUR,4501.36,158397868.36,3.24
SEC0000532,Government Bond,GBP,8668.34,257293268.65,13.13
SEC0000533,Money Market,INR,5854.51,239311320.07,4.2
SEC0000534,Government Bond,EUR,6852.07,216154211.6,3.36
SEC0000535,Money Market,USD,821.6,274271308.42,2.04
SEC0000536,ETF,INR,3566.37,276245581.76,9.8
SEC0000537,ETF,EUR,8304.38,262608547.35,6.75
SEC0000538,Corporate Bond,USD,4167.03,26680601.59,8.23
SEC0000539,ETF,GBP,7902.44,130758037.86,2.14
SEC0000540,Corporate Bond,GBP,247.28,489497534.66,3.47
SEC0000541,Corporate Bond,EUR,2883.75,376193651.67,5.1
SEC0000542,Money Market,GBP,566.47,178827518.65,6.2
SEC0000543,Government Bond,GBP,3803.46,323500953.89,4.56
SEC0000544,Money Market,EUR,8361.2,137083169.55,12.25
SEC0000545,Equity,GBP,8710.27,330321645.36,3.3
SEC0000546,Corporate Bond,INR,910.33,241444685.95,3.46
SEC0000547,Government Bond,GBP,351.06,417951004.67,1.99
SEC0000548,ETF,USD,5324.12,62623728.51,0.12
SEC0000549,Equity,GBP,9288.47,58508437.18,11.39
SEC0000550,Government Bond,GBP,9953.52,71887383.38,13.26
SEC0000551,Equity,INR,2698.95,60705313.73,4.77
SEC0000552,Equity,USD,4695.44,255421042.05,8.48
SEC0000553,Money Market,INR,6508.59,152673466.09,4.72
SEC0000554,Corporate Bond,EUR,6733.64,32871086.92,0.65
SEC0000555,Equity,GBP,8678.23,376762938.16,13.9
SEC0000556,ETF,EUR,4145.71,414102302.91,12.17
SEC0000557,Equity,GBP,352.86,293420778.43,14.87
SEC0000558,ETF,EUR,5586.12,381940331.79,11.08
SEC0000559,ETF,INR,8580.88,204173819.26,0.18
SEC0000560,Corporate Bond,GBP,8815.51,321159628.81,9.27
SEC0000561,ETF,EUR,9518.65,256261674.67,0.96
SEC0000562,Money Market,INR,578.64,424053484.04,8.19
SEC0000563,ETF,INR,449.12,272818964.71,9.8
SEC0000564,Corporate Bond,GBP,6707.01,205092834.61,9.72
SEC0000565,Corporate Bond,USD,6857.37,270025423.56,11.59
SEC0000566,Equity,GBP,1232.69,404071421.81,8.92
SEC0000567,Equity,USD,8412.85,428175687.71,9.31
SEC0000568,Money Market,EUR,7051.4,283277116.79,1.58
SEC0000569,Corporate Bond,EUR,6644.39,198019135.71,3.87
SEC0000570,Corporate Bond,GBP,6289.23,143317524.35,8.93
SEC0000571,ETF,USD,227.28,486794636.69,7.39
SEC0000572,Corporate Bond,USD,9527.63,78101673.65,14.76
SEC0000573,Money Market,USD,4123.93,35172325.69,2.17
SEC0000574,Government Bond,EUR,6959.28,334531880.53,13.93
SEC0000575,Money Market,INR,7526.09,404626746.51,7.86
SEC0000576,Government Bond,INR,9373.85,365845856.37,14.58
SEC0000577,Money Market,INR,4460.27,85057375.82,7.28
SEC0000578,Money Market,EUR,6950.69,64664385.55,1.82
SEC0000579,Government Bond,GBP,5562.81,13286756.86,9.5
SEC0000580,ETF,GBP,8032.67,293757244.53,8.58
SEC0000581,ETF,INR,1362.4,344863086.5,10.44
SEC0000582,Government Bond,EUR,2733.09,289073561.56,2.7
SEC0000583,Equity,USD,2619.41,4440956.34,12.15
SEC0000584,Money Market,EUR,2966.96,39258919.1,12.48
SEC0000585,Corporate Bond,USD,9631.56,233785819.8,14.49
SEC0000586,Money Market,INR,9050.87,474466326.28,13.48
SEC0000587,ETF,EUR,3042.28,388827796.33,9.24
SEC0000588,ETF,USD,7388.96,252053128.83,0.36
SEC0000589,Government Bond,GBP,9439.05,173704638.79,0.01
SEC0000590,Equity,GBP,7723.24,103079834.06,13.94
SEC0000591,Government Bond,GBP,9174.82,241367492.27,10.97
SEC0000592,Corporate Bond,EUR,6018.9,425076263.76,5.78
SEC0000593,Government Bond,GBP,9042.07,60049198.58,6.89
SEC0000594,Money Market,USD,805.7,202100251.75,9.87
SEC0000595,Corporate Bond,INR,6015.01,103200237.35,10.42
SEC0000596,Corporate Bond,GBP,9457.96,19635231.79,14.17
SEC0000597,Government Bond,INR,402.31,109008497.18,6.11
SEC0000598,ETF,GBP,6480.97,390948728.42,5.1
SEC0000599,Money Market,GBP,5901.75,115752886.24,11.53
SEC0000600,Corporate Bond,USD,4343.56,305317738.44,3.38
SEC0000601,Equity,INR,7399.54,488520934.9,10.22
SEC0000602,Money Market,USD,7324.52,170282737.29,4.14
SEC0000603,Equity,INR,73.07,148159519.73,10.69
SEC0000604,Money Market,USD,9645.05,262218236.27,14.74
SEC0000605,ETF,EUR,5205.88,70902305.56,10.51
SEC0000606,Corporate Bond,EUR,3350.37,434239387.35,12.96
SEC0000607,Government Bond,INR,2257.85,368266634.12,0.25
SEC0000608,Money Market,USD,6190.3,374556770.52,0.32
SEC0000609,Money Market,USD,5048.06,223573864.96,5.78
SEC0000610,Government Bond,USD,2683.57,479646023.18,13.15
SEC0000611,ETF,INR,6120.12,265501301.99,4.95
SEC0000612,Corporate Bond,EUR,3682.96,173557600.86,5.1
SEC0000613,Corporate Bond,USD,8276.1,196304306.98,6.39
SEC0000614,Equity,USD,8015.57,228295631.77,0.12
SEC0000615,ETF,GBP,7079.3,10345421.59,12.01
SEC0000616,Government Bond,INR,3703.0,315367288.85,1.38
SEC0000617,Government Bond,INR,2603.37,469968456.67,2.58
SEC0000618,Money Market,EUR,4698.27,5135290.79,11.28
SEC0000619,ETF,GBP,8328.64,355362766.9,4.71
SEC0000620,Money Market,INR,5556.39,30116289.94,3.88
SEC0000621,Government Bond,GBP,1796.41,457274004.92,2.8
SEC0000622,Corporate Bond,USD,4554.24,429721000.83,12.84
SEC0000623,Government Bond,GBP,8175.73,463104016.96,12.7
SEC0000624,Government Bond,USD,9381.34,472080789.68,2.79
SEC0000625,Corporate Bond,EUR,7657.46,39444826.56,13.92
SEC0000626,Government Bond,EUR,8672.41,456815934.8,8.44
SEC0000627,Equity,USD,9895.43,160350110.1,1.55
SEC0000628,Money Market,EUR,3984.39,367768026.56,14.36
SEC0000629,Money Market,INR,6060.7,445142352.9,14.78
SEC0000630,Government Bond,USD,9450.52,42363156.43,6.59
SEC0000631,Money Market,GBP,4484.61,242377736.95,11.31
SEC0000632,Corporate Bond,EUR,6672.28,144634446.47,9.65
SEC0000633,Corporate Bond,USD,8161.33,433114892.71,11.79
SEC0000634,Government Bond,USD,8053.72,305781056.33,11.64
SEC0000635,Government Bond,INR,5805.57,293289089.86,2.59
SEC0000636,Corporate Bond,INR,2287.53,322629817.89,4.31
SEC0000637,Equity,INR,7859.8,304917513.87,11.79
SEC0000638,Corporate Bond,USD,5914.76,482663011.25,5.78
SEC0000639,Government Bond,EUR,2195.25,7439486.32,10.12
SEC0000640,Equity,INR,1421.74,182308356.33,10.56
SEC0000641,ETF,USD,9181.71,438972577.43,0.47
SEC0000642,Money Market,GBP,6969.47,296814829.58,5.57
SEC0000643,Corporate Bond,GBP,4371.95,373733709.05,12.34
SEC0000644,Corporate Bond,USD,3485.3,377506083.91,6.03
SEC0000645,Government Bond,INR,1882.07,132914436.46,2.4
SEC0000646,Government Bond,INR,2155.61,350167355.74,2.85
SEC0000647,Government Bond,INR,2813.45,144337265.93,13.07
SEC0000648,ETF,INR,1105.35,175537293.23,6.28
SEC0000649,ETF,INR,4353.55,449212812.06,4.54
SEC0000650,Equity,INR,1047.48,446806651.76,8.12
SEC0000651,Equity,EUR,1629.67,457905853.35,7.84
SEC0000652,Government Bond,INR,252.76,449036960.09,6.58
SEC0000653,Corporate Bond,USD,3540.1,346435015.79,7.24
SEC0000654,Government Bond,INR,4137.71,120236156.61,13.61
SEC0000655,Equity,GBP,5716.41,307380381.76,8.35
SEC0000656,Government Bond,INR,3895.43,476192786.09,6.28
SEC0000657,ETF,EUR,5494.57,50726546.28,14.74
SEC0000658,Corporate Bond,USD,7589.85,37555487.36,9.27
SEC0000659,Government Bond,USD,3615.19,224030561.63,8.45
SEC0000660,Equity,EUR,7637.13,260462815.24,10.85
SEC0000661,Government Bond,INR,5591.93,289918265.92,12.03
SEC0000662,Corporate Bond,INR,1095.67,172978730.84,13.43
SEC0000663,Equity,INR,4286.14,114369939.68,2.3
SEC0000664,Money Market,USD,9809.73,307627332.52,14.94
SEC0000665,ETF,GBP,9263.94,359023348.67,9.77
SEC0000666,Money Market,INR,2733.63,334042105.23,13.9
SEC0000667,Money Market,GBP,7917.46,176987405.98,2.3
SEC0000668,Equity,GBP,6963.46,213886799.46,7.34
SEC0000669,Equity,GBP,7954.23,193532124.94,2.8
SEC0000670,Government Bond,EUR,9128.05,333547501.67,6.95
SEC0000671,Money Market,USD,1596.99,339222473.44,12.76
SEC0000672,Government Bond,EUR,1574.75,382033891.25,5.5
SEC0000673,Equity,USD,9956.62,290719737.09,1.46
SEC0000674,Equity,USD,4983.96,168327737.18,1.45
SEC0000675,Corporate Bond,USD,394.65,410122116.51,12.23
SEC0000676,ETF,INR,9802.44,2422134.91,0.87
SEC0000677,Money Market,USD,7164.66,144377945.83,11.91
SEC0000678,Money Market,USD,9144.22,398025698.72,5.14
SEC0000679,Money Market,INR,6033.83,470574888.78,12.93
SEC0000680,Money Market,EUR,4587.1,218975695.26,10.42
SEC0000681,Money Market,GBP,5823.56,337274895.47,13.99
SEC0000682,ETF,USD,193.62,318738839.81,10.7
SEC0000683,Government Bond,GBP,1700.52,497820498.44,1.53
SEC0000684,Equity,EUR,5198.18,57370324.71,10.89
SEC0000685,Money Market,EUR,5578.18,418659798.33,6.63
SEC0000686,ETF,USD,2438.74,226128509.95,5.08
SEC0000687,Money Market,EUR,8421.02,383754441.27,13.92
SEC0000688,Equity,USD,8531.3,127495118.7,3.43
SEC0000689,Equity,EUR,1610.6,64307677.8,1.82
SEC0000690,Government Bond,EUR,6179.82,229109079.79,6.96
SEC0000691,Money Market,GBP,1517.17,383470711.0,2.33
SEC0000692,Government Bond,INR,7015.01,258688323.27,4.7
SEC0000693,Government Bond,USD,4448.27,136342082.98,10.33
SEC0000694,Equity,GBP,2375.0,276657768.32,12.49
SEC0000695,Corporate Bond,INR,5997.57,98916851.28,10.87
SEC0000696,ETF,EUR,3085.54,239721748.95,11.26
SEC0000697,ETF,USD,8036.03,221335096.39,13.74
SEC0000698,ETF,USD,5291.69,144343686.39,12.67
SEC0000699,Government Bond,EUR,418.12,230386208.09,10.35
SEC0000700,Government Bond,INR,6479.15,403751319.1,0.18
SEC0000701,ETF,GBP,1418.67,277955264.94,8.35
SEC0000702,Government Bond,INR,8414.87,97499683.74,0.14
SEC0000703,Money Market,GBP,7546.13,142556260.51,3.41
SEC0000704,Money Market,USD,2947.72,29200276.36,3.16
SEC0000705,ETF,INR,4428.86,437330069.88,8.4
SEC0000706,Money Market,GBP,3292.47,260106748.6,10.64
SEC0000707,Equity,INR,5455.3,16541542.41,1.74
SEC0000708,Equity,USD,1739.85,281361982.68,9.93
SEC0000709,Equity,GBP,9080.7,142333412.74,11.21
SEC0000710,ETF,GBP,3293.71,441744462.82,0.03
SEC0000711,Equity,INR,3460.63,53724277.78,11.01
SEC0000712,Corporate Bond,USD,1831.81,49085952.33,9.35
SEC0000713,Money Market,INR,4707.25,194417206.88,14.85
SEC0000714,ETF,EUR,7707.83,320949153.06,3.28
SEC0000715,Equity,USD,1442.97,144755759.57,2.36
SEC0000716,ETF,USD,9994.44,255909711.3,11.81
SEC0000717,Equity,USD,2622.64,41441843.12,5.24
SEC0000718,Government Bond,INR,4915.66,57533051.83,9.81
SEC0000719,Corporate Bond,USD,6683.0,388956476.79,12.48
SEC0000720,Equity,USD,3688.67,345336132.49,0.12
SEC0000721,Corporate Bond,USD,3018.04,184565869.15,11.64
SEC0000722,Government Bond,USD,7698.51,432553651.36,0.91
SEC0000723,Equity,INR,1587.63,384654942.0,3.87
SEC0000724,Equity,GBP,5454.69,57074780.29,0.88
SEC0000725,Government Bond,GBP,9611.02,311611306.88,6.16
SEC0000726,Corporate Bond,USD,554.08,193065878.1,11.9
SEC0000727,ETF,USD,3637.54,239031614.44,1.46
SEC0000728,Equity,INR,6266.98,141854645.69,3.76
SEC0000729,Equity,INR,8642.74,149533363.48,13.67
SEC0000730,Government Bond,GBP,5422.35,277781830.02,13.47
SEC0000731,ETF,USD,2182.79,251433321.53,13.85
SEC0000732,Government Bond,EUR,5844.26,311475515.61,14.85
SEC0000733,ETF,INR,6456.82,493236462.07,11.95
SEC0000734,Equity,GBP,1800.23,286085604.8,11.55
SEC0000735,Money Market,EUR,9232.66,62718046.52,2.96
SEC0000736,Corporate Bond,USD,2692.6,69242878.76,13.87
SEC0000737,Equity,INR,2359.39,311489626.0,13.99
SEC0000738,Money Market,USD,2044.33,306699082.09,9.89
SEC0000739,ETF,EUR,6773.76,379431336.41,7.98
SEC0000740,Government Bond,USD,9994.58,71975540.89,9.49
SEC0000741,Corporate Bond,EUR,1598.65,19359913.94,12.74
SEC0000742,Corporate Bond,USD,8632.76,282599552.08,12.91
SEC0000743,Money Market,EUR,7384.02,166977114.78,8.69
SEC0000744,Government Bond,USD,7264.77,336057746.52,4.91
SEC0000745,Corporate Bond,USD,1229.39,108773596.76,0.9
SEC0000746,Money Market,INR,4341.78,46165862.86,9.64
SEC0000747,Money Market,GBP,9047.12,386177184.95,5.46
SEC0000748,Money Market,GBP,8538.86,23333992.15,6.13
SEC0000749,Equity,INR,9820.49,441268394.12,0.44
SEC0000750,Equity,GBP,2241.17,478145136.89,3.29
SEC0000751,Equity,EUR,7113.98,468531407.66,12.09
SEC0000752,Corporate Bond,USD,4835.4,194323716.53,6.85
SEC0000753,Government Bond,GBP,8924.41,40425691.13,6.83
SEC0000754,ETF,INR,3342.3,380582197.92,9.4
SEC0000755,ETF,USD,6187.76,5470108.68,14.54
SEC0000756,Equity,USD,7567.88,38345759.54,14.62
SEC0000757,ETF,GBP,3680.93,226981072.37,11.54
SEC0000758,Equity,INR,4820.29,178676451.03,0.68
SEC0000759,ETF,GBP,2296.68,139802896.34,6.11
SEC0000760,Government Bond,GBP,6575.81,470013524.23,5.77
SEC0000761,Money Market,INR,7925.89,231471027.0,5.25
SEC0000762,ETF,EUR,1722.71,275596318.78,4.08
SEC0000763,Money Market,USD,4495.03,315214829.89,0.42
SEC0000764,ETF,INR,6878.53,319036382.81,9.53
SEC0000765,Corporate Bond,GBP,1577.78,430676374.7,10.26
SEC0000766,Corporate Bond,USD,5514.91,226867761.77,0.69
SEC0000767,Money Market,USD,915.76,469221870.92,13.06
SEC0000768,Money Market,EUR,8707.31,59718317.76,2.79
SEC0000769,Money Market,USD,1385.74,189529877.83,3.29
SEC0000770,Corporate Bond,INR,7260.13,406528625.28,12.47
SEC0000771,Government Bond,USD,2913.5,321693744.8,11.24
SEC0000772,Money Market,GBP,2531.59,262865767.07,0.55
SEC0000773,Money Market,USD,3441.74,354929272.3,0.08
SEC0000774,Money Market,USD,7887.32,402642342.79,10.5
SEC0000775,Equity,USD,1015.09,471393063.09,5.61
SEC0000776,Corporate Bond,EUR,8180.13,156715941.5,9.27
SEC0000777,Money Market,GBP,2564.02,13331766.6,5.47
SEC0000778,Equity,INR,6227.5,81412048.44,5.7
SEC0000779,Equity,GBP,8839.86,6840759.88,3.05
SEC0000780,Equity,INR,9207.16,489878541.83,11.27
SEC0000781,ETF,EUR,1364.11,200297849.03,6.46
SEC0000782,ETF,INR,9380.14,200887585.42,12.97
SEC0000783,Government Bond,INR,2251.5,371332840.45,4.23
SEC0000784,Government Bond,EUR,9827.03,233509945.32,4.23
SEC0000785,Money Market,USD,1809.22,421899394.74,12.07
SEC0000786,Money Market,INR,6829.04,258072138.65,7.28
SEC0000787,Government Bond,INR,7882.99,495923153.01,14.94
SEC0000788,Corporate Bond,INR,498.94,486051449.34,5.13
SEC0000789,Government Bond,GBP,1391.51,400740669.71,13.58
SEC0000790,Money Market,GBP,9968.84,470110244.12,7.76
SEC0000791,Equity,GBP,9377.42,347361550.61,9.31
SEC0000792,ETF,GBP,8712.08,376341103.33,13.95
SEC0000793,Government Bond,USD,9483.64,58338862.63,2.94
SEC0000794,Corporate Bond,EUR,4276.51,489196994.55,4.22
SEC0000795,Corporate Bond,EUR,7328.24,430043144.2,7.98
SEC0000796,Money Market,GBP,6195.54,426669784.62,10.77
SEC0000797,Corporate Bond,USD,5946.67,202135632.53,11.97
SEC0000798,Government Bond,USD,3564.71,178835966.84,2.78
SEC0000799,Corporate Bond,USD,2740.17,277074705.41,13.77
SEC0000800,ETF,EUR,1068.78,446850344.78,12.43
SEC0000801,Corporate Bond,EUR,660.92,468400064.3,7.65
SEC0000802,ETF,USD,7309.39,359638051.05,3.75
SEC0000803,Corporate Bond,INR,5156.53,133791340.46,11.15
SEC0000804,Equity,INR,1197.28,46431335.96,7.36
SEC0000805,Money Market,INR,6801.05,327265423.41,6.26
SEC0000806,ETF,GBP,3531.19,337564717.31,6.06
SEC0000807,Equity,USD,7526.61,28031242.42,5.3
SEC0000808,Corporate Bond,GBP,8930.34,50944123.29,9.78
SEC0000809,Government Bond,USD,4776.93,112384317.95,2.21
SEC0000810,ETF,GBP,5437.41,160343095.1,0.01
SEC0000811,Money Market,GBP,181.48,275429790.53,12.48
SEC0000812,Money Market,GBP,5764.24,435717312.38,10.8
SEC0000813,Money Market,EUR,6382.23,87461887.03,2.25
SEC0000814,ETF,USD,1265.39,175056003.11,2.64
SEC0000815,ETF,INR,6581.49,68851504.61,6.29
SEC0000816,Equity,GBP,9993.36,72383736.81,3.38
SEC0000817,Corporate Bond,GBP,3695.49,199939735.2,4.53
SEC0000818,Equity,EUR,3541.34,419960876.68,12.77
SEC0000819,ETF,USD,2003.26,306384628.0,1.58
SEC0000820,Money Market,USD,860.97,377096670.38,3.58
SEC0000821,Equity,GBP,5015.44,124908177.38,5.13
SEC0000822,Money Market,EUR,3080.7,297224387.2,8.65
SEC0000823,Money Market,USD,3122.11,342023262.39,5.63
SEC0000824,Money Market,EUR,7755.29,27064461.06,6.07
SEC0000825,ETF,USD,4000.02,398118918.84,4.34
SEC0000826,Government Bond,USD,9293.31,425281235.57,6.28
SEC0000827,Money Market,EUR,1016.48,360134313.32,6.46
SEC0000828,Government Bond,USD,962.3,496887035.22,3.36
SEC0000829,Money Market,EUR,2696.82,170366899.29,11.33
SEC0000830,Government Bond,USD,1556.74,309642584.06,12.93
SEC0000831,Equity,INR,3531.73,408609026.03,7.09
SEC0000832,ETF,EUR,2409.63,144176753.19,11.98
SEC0000833,ETF,GBP,4400.39,179268321.92,2.72
SEC0000834,Money Market,USD,7558.17,205480438.32,6.36
SEC0000835,Money Market,USD,2124.75,32252990.5,2.05
SEC0000836,ETF,USD,3383.44,427734995.62,1.68
SEC0000837,Corporate Bond,USD,7611.14,44739176.51,3.73
SEC0000838,Equity,INR,6648.64,89731259.43,0.48
SEC0000839,Government Bond,INR,8243.25,179339786.83,4.31
SEC0000840,Government Bond,GBP,175.78,465005375.57,2.7
SEC0000841,Equity,EUR,3160.27,427082908.58,3.32
SEC0000842,Corporate Bond,EUR,1294.02,270439717.93,10.05
SEC0000843,Equity,USD,8707.72,456371421.23,7.96
SEC0000844,Money Market,INR,3511.76,171903990.6,0.44
SEC0000845,ETF,USD,4251.26,396779283.96,0.37
SEC0000846,Equity,EUR,3922.81,313494691.97,11.8
SEC0000847,Money Market,GBP,5674.0,107174130.64,6.49
SEC0000848,Money Market,INR,4977.69,15187999.47,10.18
SEC0000849,ETF,GBP,8261.35,61284916.78,12.79
SEC0000850,Equity,USD,9869.31,318007160.96,11.41
SEC0000851,Government Bond,USD,2894.33,451896279.47,0.44
SEC0000852,Money Market,GBP,5051.23,93799562.76,9.48
SEC0000853,Government Bond,USD,2138.82,397584375.09,6.4
SEC0000854,Corporate Bond,INR,3360.35,90485474.14,4.72
SEC0000855,ETF,USD,6066.1,421841410.75,2.4
SEC0000856,Government Bond,INR,5496.29,447673784.96,13.89
SEC0000857,Corporate Bond,EUR,862.18,71819405.24,1.05
SEC0000858,Money Market,INR,476.04,12776567.77,7.03
SEC0000859,Money Market,USD,765.61,411344952.41,3.1
SEC0000860,Equity,INR,8405.54,365852015.34,11.23
SEC0000861,Corporate Bond,EUR,2187.57,1592407.4,14.15
SEC0000862,Government Bond,GBP,4507.89,422412.6,6.25
SEC0000863,Government Bond,GBP,1091.6,156329299.32,12.52
SEC0000864,Equity,GBP,8110.02,79057380.02,0.54
SEC0000865,Money Market,INR,9718.69,349331350.01,1.47
SEC0000866,Equity,GBP,6455.96,422765515.73,3.75
SEC0000867,Government Bond,INR,231.67,334092741.64,5.77
SEC0000868,Equity,USD,4014.5,240652986.03,13.59
SEC0000869,Corporate Bond,GBP,5887.7,441865301.3,8.79
SEC0000870,Money Market,USD,1933.27,186672037.63,12.58
SEC0000871,ETF,INR,1863.08,324920686.61,5.77
SEC0000872,Government Bond,EUR,7103.88,115394705.4,12.59
SEC0000873,Corporate Bond,GBP,6482.64,425147603.25,1.6
SEC0000874,Equity,EUR,9606.59,149952042.89,6.55
SEC0000875,Government Bond,INR,6401.29,55019468.33,14.33
SEC0000876,Government Bond,INR,8049.48,107945949.89,3.02
SEC0000877,Money Market,GBP,7543.41,386352172.69,9.97
SEC0000878,Government Bond,EUR,8697.15,174674987.38,12.11
SEC0000879,Equity,GBP,1836.94,86798916.98,6.96
SEC0000880,ETF,GBP,1895.45,44699637.16,14.61
SEC0000881,Corporate Bond,USD,9602.68,473418049.89,4.23
SEC0000882,Money Market,EUR,2145.26,434989033.64,8.51
SEC0000883,Corporate Bond,USD,8644.06,121172804.17,1.72
SEC0000884,Government Bond,USD,1514.52,438575003.49,14.34
SEC0000885,Equity,GBP,1148.78,84604096.94,14.06
SEC0000886,Equity,INR,8545.15,116642479.69,6.35
SEC0000887,Money Market,USD,2116.61,227836169.84,5.07
SEC0000888,Equity,INR,7599.69,140336046.82,0.84
SEC0000889,Government Bond,USD,7859.47,96096661.55,10.97
SEC0000890,Equity,EUR,9387.27,122228810.41,7.09
SEC0000891,Equity,USD,8473.77,434776275.05,9.79
SEC0000892,ETF,EUR,7348.16,366043781.48,9.23
SEC0000893,Government Bond,EUR,6173.28,480846636.41,5.77
SEC0000894,Corporate Bond,INR,4034.5,210420213.97,9.95
SEC0000895,Government Bond,INR,3097.7,427449761.54,8.25
SEC0000896,Equity,GBP,3528.02,105616710.48,13.1
SEC0000897,Government Bond,INR,7562.59,397551819.37,11.26
SEC0000898,ETF,INR,8077.51,53995040.49,14.49
SEC0000899,Money Market,INR,3651.3,73485120.17,14.28
SEC0000900,Corporate Bond,EUR,2938.69,55175130.61,7.82
SEC0000901,Government Bond,USD,4367.23,432614445.02,9.24
SEC0000902,Money Market,INR,7312.4,168879573.23,3.4
SEC0000903,Money Market,USD,4473.73,266526723.45,1.31
SEC0000904,ETF,EUR,3998.53,53305362.34,1.57
SEC0000905,Corporate Bond,EUR,5471.75,464161599.3,9.24
SEC0000906,Money Market,GBP,7682.84,239174175.8,13.93
SEC0000907,Money Market,INR,7537.18,205422258.71,4.69
SEC0000908,Money Market,EUR,5549.92,143349420.8,13.77
