customer_id,segment,country,risk_band,age
CUST002544,Retail,India,High,30
CUST002545,Retail,USA,Very High,76
CUST002546,Corporate,Singapore,Very High,58
CUST002547,Corporate,USA,Medium,45
CUST002548,Private Banking,Singapore,High,48
CUST002549,Private Banking,UAE,Low,78
CUST002550,Corporate,USA,Low,30
CUST002551,Retail,India,Very High,61
CUST002552,SME,UK,Very High,71
CUST002553,Corporate,USA,Medium,42
CUST002554,Retail,USA,Medium,80
CUST002555,Corporate,Singapore,Very High,33
CUST002556,Private Banking,USA,High,63
CUST002557,Retail,Singapore,Very High,45
CUST002558,Retail,India,Medium,61
CUST002559,SME,Singapore,Medium,22
CUST002560,Corporate,Singapore,High,73
CUST002561,SME,UAE,Low,77
CUST002562,Retail,USA,Very High,68
CUST002563,SME,UK,High,43
CUST002564,Corporate,UAE,High,58
CUST002565,Corporate,UAE,High,62
CUST002566,SME,Singapore,High,61
CUST002567,Corporate,UK,High,77
CUST002568,Retail,India,Low,69
CUST002569,Corporate,India,Medium,42
CUST002570,Private Banking,Singapore,Low,61
CUST002571,Corporate,Singapore,Low,31
CUST002572,Retail,USA,Medium,46
CUST002573,Private Banking,USA,High,67
CUST002574,Retail,USA,High,73
CUST002575,Private Banking,India,High,42
CUST002576,SME,Singapore,Low,78
CUST002577,Retail,UK,Medium,30
CUST002578,SME,UK,High,80
CUST002579,Retail,India,Low,29
CUST002580,Private Banking,Singapore,Medium,76
CUST002581,Private Banking,India,Medium,18
CUST002582,Private Banking,UAE,High,47
CUST002583,Private Banking,India,Low,44
CUST002584,Private Banking,UAE,Low,80
CUST002585,SME,UAE,Very High,27
CUST002586,Corporate,India,Very High,44
CUST002587,Private Banking,India,Very High,29
CUST002588,Retail,UAE,Medium,20
CUST002589,Corporate,USA,Very High,53
CUST002590,Retail,UK,Low,50
CUST002591,Private Banking,USA,Medium,20
CUST002592,SME,Singapore,Very High,72
CUST002593,Corporate,UK,Very High,34
CUST002594,Private Banking,UAE,High,24
CUST002595,Retail,UAE,Low,38
CUST002596,SME,USA,Low,42
CUST002597,Corporate,USA,Low,79
CUST002598,Private Banking,India,Medium,37
CUST002599,SME,UK,Low,63
CUST002600,Private Banking,India,Low,53
CUST002601,Retail,UK,Low,30
CUST002602,Private Banking,USA,Medium,55
CUST002603,Private Banking,UAE,Low,47
CUST002604,Corporate,Singapore,Low,79
CUST002605,Corporate,Singapore,Low,56
CUST002606,SME,UAE,Medium,67
CUST002607,Corporate,Singapore,Very High,68
CUST002608,Retail,Singapore,Medium,25
CUST002609,Private Banking,USA,Low,53
CUST002610,Private Banking,UK,High,50
CUST002611,Retail,Singapore,Medium,30
CUST002612,Corporate,USA,Medium,66
CUST002613,Corporate,Singapore,Low,18
CUST002614,Private Banking,UK,Very High,33
CUST002615,Corporate,India,Very High,37
CUST002616,Corporate,UK,Very High,54
CUST002617,SME,UK,Low,19
CUST002618,SME,India,High,21
CUST002619,Retail,Singapore,Medium,30
CUST002620,Retail,USA,High,41
CUST002621,Private Banking,USA,Low,77
CUST002622,SME,UK,Very High,24
CUST002623,Private Banking,UAE,Low,72
CUST002624,Private Banking,India,Medium,20
CUST002625,Corporate,UAE,Very High,76
CUST002626,Retail,USA,High,22
CUST002627,SME,UK,Very High,18
CUST002628,Corporate,India,Very High,34
CUST002629,SME,USA,High,31
CUST002630,SME,UAE,Very High,53
CUST002631,Corporate,India,Very High,66
CUST002632,Private Banking,UAE,Very High,73
CUST002633,Private Banking,India,Low,42
CUST002634,Corporate,Singapore,High,38
CUST002635,Private Banking,Singapore,Low,58
CUST002636,Private Banking,Singapore,Low,32
CUST002637,SME,Singapore,High,55
CUST002638,Private Banking,UAE,High,76
CUST002639,Private Banking,UK,High,25
CUST002640,Retail,UK,High,75
CUST002641,Retail,USA,High,62
CUST002642,Private Banking,Singapore,Low,52
CUST002643,Retail,UK,Very High,19
CUST002644,Corporate,UK,Medium,48
CUST002645,Retail,UAE,High,70
CUST002646,Corporate,UAE,Very High,71
CUST002647,Retail,India,Low,21
CUST002648,Private Banking,USA,Very High,43
CUST002649,Corporate,UAE,High,36
CUST002650,Corporate,UAE,High,47
CUST002651,SME,USA,Very High,27
CUST002652,SME,UAE,Medium,36
CUST002653,Corporate,UK,Low,66
CUST002654,SME,USA,Low,56
CUST002655,Corporate,UAE,High,65
CUST002656,Private Banking,India,Very High,42
CUST002657,SME,UAE,Low,31
CUST002658,SME,UAE,Very High,20
CUST002659,Private Banking,UAE,Very High,46
CUST002660,Corporate,UAE,Low,66
CUST002661,SME,USA,Very High,27
CUST002662,Private Banking,Singapore,Very High,47
CUST002663,SME,UAE,Low,60
CUST002664,Retail,India,Very High,66
CUST002665,SME,UK,Low,26
CUST002666,Private Banking,Singapore,Medium,60
CUST002667,Retail,UAE,Medium,36
CUST002668,SME,Singapore,Medium,30
CUST002669,SME,India,Medium,31
CUST002670,SME,UK,High,42
CUST002671,Retail,UAE,Low,71
CUST002672,Private Banking,USA,High,63
CUST002673,SME,India,Very High,57
CUST002674,Corporate,Singapore,Medium,39
CUST002675,Private Banking,USA,Very High,38
CUST002676,SME,USA,High,23
CUST002677,SME,USA,High,33
CUST002678,Private Banking,India,Low,68
CUST002679,Private Banking,UK,High,51
CUST002680,Corporate,UK,Very High,67
CUST002681,Corporate,Singapore,Low,25
CUST002682,Retail,UK,Medium,41
CUST002683,Corporate,UK,Medium,51
CUST002684,Retail,UK,Medium,80
CUST002685,Private Banking,UAE,High,80
CUST002686,SME,UK,High,69
CUST002687,Retail,UAE,Very High,53
CUST002688,Private Banking,USA,Very High,19
CUST002689,SME,India,Medium,64
CUST002690,SME,Singapore,Low,33
CUST002691,Retail,UAE,Low,75
CUST002692,Retail,USA,High,53
CUST002693,Private Banking,UAE,Medium,78
CUST002694,SME,USA,Very High,54
CUST002695,Private Banking,Singapore,Very High,30
CUST002696,Retail,UK,Medium,69
CUST002697,Corporate,USA,High,69
CUST002698,Private Banking,Singapore,Low,48
CUST002699,Private Banking,UK,High,25
CUST002700,Private Banking,India,Medium,30
CUST002701,SME,USA,Low,48
CUST002702,Retail,India,High,23
CUST002703,Retail,Singapore,Very High,37
CUST002704,Corporate,India,Medium,78
CUST002705,Retail,Singapore,Medium,64
CUST002706,Retail,India,Very High,41
CUST002707,Corporate,UK,High,22
CUST002708,Private Banking,UK,Very High,57
CUST002709,SME,India,Low,73
CUST002710,Corporate,UAE,Very High,26
CUST002711,Private Banking,UK,Low,67
CUST002712,Retail,UK,Medium,43
CUST002713,Private Banking,UK,High,28
CUST002714,Retail,Singapore,Very High,21
CUST002715,Private Banking,USA,High,36
CUST002716,SME,Singapore,Low,54
CUST002717,Corporate,USA,Very High,27
CUST002718,SME,USA,Medium,43
CUST002719,Retail,UAE,Low,68
CUST002720,Retail,UK,High,46
CUST002721,SME,Singapore,Medium,43
CUST002722,Private Banking,India,High,65
CUST002723,Corporate,USA,Low,57
CUST002724,Private Banking,India,Low,41
CUST002725,Retail,India,Very High,49
CUST002726,Private Banking,Singapore,Low,57
CUST002727,SME,UK,Low,54
CUST002728,SME,India,Low,72
CUST002729,SME,USA,High,26
CUST002730,SME,Singapore,Medium,80
CUST002731,Private Banking,India,High,54
CUST002732,SME,UAE,High,50
CUST002733,SME,USA,Low,39
CUST002734,Corporate,UK,Low,22
CUST002735,Private Banking,Singapore,Very High,23
CUST002736,Corporate,USA,Medium,80
CUST002737,Retail,UAE,High,71
CUST002738,Private Banking,UK,Low,68
CUST002739,Corporate,Singapore,High,53
CUST002740,Private Banking,Singapore,Very High,28
CUST002741,Private Banking,Singapore,High,56
CUST002742,Retail,USA,Medium,62
CUST002743,Retail,Singapore,High,59
CUST002744,Private Banking,UAE,Medium,66
CUST002745,Private Banking,UAE,Very High,28
CUST002746,Corporate,UK,Medium,58
CUST002747,Corporate,Singapore,High,73
CUST002748,Corporate,USA,Very High,51
CUST002749,Private Banking,Singapore,Very High,41
CUST002750,Private Banking,India,High,75
CUST002751,Private Banking,UK,Medium,75
CUST002752,Retail,Singapore,Low,66
CUST002753,SME,UK,Low,59
CUST002754,Corporate,Singapore,High,48
CUST002755,Private Banking,India,Low,64
CUST002756,Retail,USA,High,18
CUST002757,Retail,UAE,High,48
CUST002758,SME,UAE,Very High,26
CUST002759,Corporate,Singapore,Very High,42
CUST002760,SME,Singapore,High,34
CUST002761,SME,India,Medium,44
CUST002762,SME,India,Low,63
CUST002763,Corporate,India,Low,61
CUST002764,Corporate,Singapore,Very High,33
CUST002765,Retail,India,Very High,29
CUST002766,SME,UAE,High,76
CUST002767,Retail,UK,Very High,79
CUST002768,Corporate,UAE,Low,74
CUST002769,Retail,India,High,26
CUST002770,SME,Singapore,High,57
CUST002771,Corporate,UAE,High,28
CUST002772,SME,USA,Medium,71
CUST002773,Corporate,USA,Very High,61
CUST002774,Private Banking,UAE,Very High,69
CUST002775,Retail,UK,Medium,73
CUST002776,Retail,Singapore,Medium,45
CUST002777,SME,UK,Very High,64
CUST002778,SME,UAE,High,18
CUST002779,Retail,Singapore,Medium,56
CUST002780,Retail,USA,Low,63
CUST002781,Retail,UAE,High,71
CUST002782,Private Banking,UAE,Low,73
CUST002783,Corporate,UK,Medium,46
CUST002784,Private Banking,Singapore,High,38
CUST002785,Corporate,India,High,29
CUST002786,SME,India,Very High,57
CUST002787,Private Banking,USA,Medium,64
CUST002788,Retail,UAE,Very High,78
CUST002789,Corporate,UK,Medium,57
CUST002790,SME,UK,Medium,61
CUST002791,Private Banking,USA,Low,35
CUST002792,Corporate,Singapore,Medium,68
CUST002793,Corporate,Singapore,Very High,53
CUST002794,SME,UK,Very High,30
CUST002795,SME,USA,Low,75
CUST002796,SME,Singapore,Low,77
CUST002797,Private Banking,Singapore,High,39
CUST002798,SME,Singapore,Low,29
CUST002799,SME,UAE,High,24
CUST002800,SME,Singapore,High,66
CUST002801,Private Banking,UK,Low,58
CUST002802,Corporate,Singapore,Very High,28
CUST002803,Retail,Singapore,Medium,40
CUST002804,Retail,UK,Low,43
CUST002805,Retail,Singapore,Medium,70
CUST002806,SME,UK,Low,70
CUST002807,Retail,UAE,Low,41
CUST002808,Corporate,UK,Very High,21
CUST002809,Corporate,India,High,27
CUST002810,SME,UK,High,43
CUST002811,Corporate,India,Low,55
CUST002812,SME,UK,High,72
CUST002813,Retail,Singapore,High,32
CUST002814,Retail,UAE,Low,55
CUST002815,Retail,Singapore,High,75
CUST002816,Retail,UK,Medium,64
CUST002817,Corporate,USA,High,77
CUST002818,Retail,USA,Very High,25
CUST002819,Corporate,UAE,High,40
CUST002820,Private Banking,India,Very High,45
CUST002821,SME,Singapore,Medium,80
CUST002822,Corporate,UAE,Medium,19
CUST002823,Private Banking,India,Very High,26
CUST002824,Retail,USA,High,75
CUST002825,Private Banking,Singapore,High,26
CUST002826,Retail,India,Very High,45
CUST002827,Retail,UK,Low,36
CUST002828,SME,India,High,56
CUST002829,Private Banking,USA,High,60
CUST002830,Private Banking,USA,Very High,47
CUST002831,Retail,UK,Medium,61
CUST002832,SME,UAE,Low,76
CUST002833,Retail,USA,Low,24
CUST002834,Retail,India,High,66
CUST002835,Private Banking,India,Low,64
CUST002836,SME,USA,Medium,49
CUST002837,Retail,USA,Medium,20
CUST002838,Corporate,UAE,Low,42
CUST002839,SME,USA,Low,44
CUST002840,Private Banking,USA,High,23
CUST002841,Corporate,UAE,Low,40
CUST002842,Retail,USA,Very High,39
CUST002843,Private Banking,USA,Medium,42
CUST002844,Private Banking,Singapore,Low,18
CUST002845,Private Banking,Singapore,Very High,28
CUST002846,Retail,USA,Low,61
CUST002847,Corporate,UAE,Medium,58
CUST002848,SME,UAE,Medium,40
CUST002849,Private Banking,UK,Low,47
CUST002850,SME,India,Medium,21
CUST002851,Private Banking,USA,Very High,78
CUST002852,Corporate,India,High,40
CUST002853,Corporate,USA,Medium,44
CUST002854,Private Banking,India,High,42
CUST002855,Private Banking,UK,Low,78
CUST002856,Private Banking,UAE,Very High,46
CUST002857,Corporate,India,High,66
CUST002858,Private Banking,India,Low,45
CUST002859,Corporate,UK,Very High,20
CUST002860,Corporate,USA,High,70
CUST002861,Private Banking,Singapore,High,33
CUST002862,Retail,USA,Low,76
CUST002863,Private Banking,Singapore,Medium,19
CUST002864,Retail,Singapore,High,51
CUST002865,Corporate,UAE,High,66
CUST002866,SME,Singapore,Very High,63
CUST002867,Private Banking,UAE,Medium,19
CUST002868,SME,India,Very High,49
CUST002869,Private Banking,India,Medium,71
CUST002870,Private Banking,India,High,36
CUST002871,Private Banking,Singapore,Low,72
CUST002872,Retail,Singapore,High,60
CUST002873,Retail,Singapore,High,79
CUST002874,Corporate,UK,High,19
CUST002875,Retail,UK,High,55
CUST002876,Retail,USA,Low,60
CUST002877,SME,USA,Very High,43
CUST002878,Private Banking,Singapore,Very High,26
CUST002879,Corporate,UAE,Low,43
CUST002880,SME,India,Medium,69
CUST002881,Corporate,Singapore,Medium,67
CUST002882,Retail,India,Low,55
CUST002883,Retail,UK,Medium,38
CUST002884,SME,USA,High,57
CUST002885,SME,India,Very High,62
CUST002886,Corporate,India,Very High,54
CUST002887,Private Banking,UK,High,44
CUST002888,Private Banking,Singapore,Very High,62
CUST002889,SME,UK,Low,51
CUST002890,Private Banking,Singapore,Medium,39
CUST002891,SME,UAE,High,58
CUST002892,Private Banking,India,Low,28
CUST002893,SME,Singapore,Low,26
CUST002894,SME,UK,Low,41
CUST002895,Private Banking,UAE,Very High,72
CUST002896,Retail,Singapore,High,23
CUST002897,Corporate,USA,Low,70
CUST002898,Corporate,India,Medium,67
CUST002899,Retail,UK,Low,44
CUST002900,Private Banking,UAE,Low,63
CUST002901,Retail,Singapore,Medium,55
CUST002902,SME,UAE,High,67
CUST002903,Corporate,UAE,Low,55
CUST002904,Private Banking,Singapore,Very High,23
CUST002905,Corporate,Singapore,Very High,43
CUST002906,Corporate,USA,High,37
CUST002907,Corporate,Singapore,Low,27
CUST002908,SME,UK,Medium,34
CUST002909,Private Banking,Singapore,Low,33
CUST002910,Private Banking,Singapore,Very High,22
CUST002911,Corporate,UK,Low,32
CUST002912,Retail,India,Low,62
CUST002913,SME,UAE,Very High,58
CUST002914,Retail,UK,Low,56
CUST002915,SME,USA,Very High,18
CUST002916,Private Banking,India,Low,34
CUST002917,Private Banking,India,Low,71
CUST002918,Retail,USA,Medium,64
CUST002919,Corporate,UAE,Medium,74
CUST002920,Corporate,UAE,Very High,53
CUST002921,SME,UK,Low,80
CUST002922,Retail,Singapore,High,23
CUST002923,Corporate,India,Medium,66
CUST002924,Retail,USA,Low,25
CUST002925,Retail,UK,Low,78
CUST002926,Corporate,India,Medium,28
CUST002927,Corporate,India,Very High,73
CUST002928,Retail,UK,High,46
CUST002929,Retail,USA,High,44
CUST002930,Retail,USA,High,68
CUST002931,Retail,UAE,Very High,24
CUST002932,Corporate,USA,Very High,51
CUST002933,SME,India,Low,30
CUST002934,Retail,UK,High,66
CUST002935,Private Banking,UK,High,48
CUST002936,SME,Singapore,Very High,38
CUST002937,Private Banking,USA,High,68
CUST002938,Retail,UAE,High,19
CUST002939,SME,Singapore,Very High,34
CUST002940,Corporate,USA,Very High,18
CUST002941,SME,Singapore,Low,63
CUST002942,SME,UAE,High,23
CUST002943,SME,UAE,High,22
CUST002944,Retail,UAE,Low,32
CUST002945,SME,UAE,Very High,40
CUST002946,SME,India,Low,40
CUST002947,Private Banking,UAE,Medium,23
CUST002948,Retail,India,Low,52
CUST002949,Private Banking,UK,High,44
CUST002950,Retail,Singapore,High,32
CUST002951,Private Banking,India,Very High,77
CUST002952,Corporate,India,Low,35
CUST002953,Private Banking,UK,Very High,47
CUST002954,Corporate,USA,Very High,67
CUST002955,Corporate,USA,High,51
CUST002956,Retail,UAE,Low,75
CUST002957,SME,UAE,Low,19
CUST002958,Retail,UAE,Very High,18
CUST002959,Retail,UAE,Very High,78
CUST002960,SME,UAE,High,54
CUST002961,Corporate,USA,Medium,69
CUST002962,SME,India,Very High,51
CUST002963,Retail,India,Low,46
CUST002964,Retail,USA,Very High,71
CUST002965,Retail,India,High,57
CUST002966,Retail,Singapore,Low,35
CUST002967,Corporate,UK,Low,78
CUST002968,Corporate,UK,Very High,46
CUST002969,Corporate,Singapore,Medium,32
CUST002970,Corporate,USA,Very High,62
CUST002971,Corporate,UK,Medium,32
CUST002972,Retail,UAE,Low,70
CUST002973,SME,Singapore,High,33
CUST002974,Retail,India,High,57
CUST002975,SME,UAE,Very High,80
CUST002976,Corporate,Singapore,Very High,63
CUST002977,Retail,USA,Very High,59
CUST002978,Private Banking,Singapore,Low,47
CUST002979,SME,USA,High,66
CUST002980,Private Banking,Singapore,High,50
CUST002981,Private Banking,Singapore,Medium,68
CUST002982,Corporate,USA,Very High,72
CUST002983,Corporate,Singapore,Medium,73
CUST002984,Private Banking,UAE,Very High,60
CUST002985,Retail,UK,Low,77
CUST002986,SME,UK,Medium,68
CUST002987,Retail,UAE,Very High,46
CUST002988,Retail,UAE,Low,41
CUST002989,Corporate,USA,Low,48
CUST002990,SME,UK,Very High,56
CUST002991,SME,India,Low,42
CUST002992,SME,UK,Low,43
CUST002993,SME,UK,High,43
CUST002994,Corporate,UAE,Medium,70
CUST002995,Private Banking,India,Low,78
CUST002996,Corporate,UK,High,49
CUST002997,Retail,Singapore,Medium,34
CUST002998,SME,UAE,Low,64
CUST002999,Private Banking,UAE,Medium,41
CUST003000,Corporate,Singapore,Low,39
CUST003001,Retail,USA,Medium,42
CUST003002,Retail,India,Low,60
CUST003003,Retail,India,Low,23
CUST003004,Corporate,UAE,Low,44
CUST003005,Retail,USA,Very High,30
CUST003006,Corporate,UK,Low,26
CUST003007,Retail,Singapore,Low,21
CUST003008,SME,Singapore,High,60
CUST003009,Private Banking,USA,Low,66
CUST003010,Private Banking,UAE,Medium,30
CUST003011,SME,India,Low,34
CUST003012,Corporate,USA,Low,49
CUST003013,Private Banking,Singapore,Very High,72
CUST003014,Corporate,UK,Very High,22
CUST003015,SME,Singapore,Low,67
CUST003016,SME,Singapore,Low,44
CUST003017,SME,India,Very High,70
CUST003018,Corporate,India,Very High,42
CUST003019,Retail,Singapore,Low,27
CUST003020,SME,UAE,High,66
CUST003021,Retail,UAE,Medium,45
CUST003022,SME,UK,Low,44
CUST003023,Private Banking,UAE,High,18
CUST003024,SME,Singapore,Medium,68
CUST003025,Retail,USA,Medium,60
CUST003026,SME,UK,Medium,68
CUST003027,SME,UAE,Very High,76
CUST003028,Retail,Singapore,Very High,74
CUST003029,SME,UAE,High,56
CUST003030,Corporate,Singapore,Medium,38
CUST003031,SME,USA,Very High,66
CUST003032,Corporate,UK,High,61
CUST003033,Corporate,Singapore,Very High,67
CUST003034,Private Banking,USA,Low,73
CUST003035,Retail,India,High,68
CUST003036,SME,Singapore,Low,45
CUST003037,Corporate,India,Low,38
CUST003038,Private Banking,UAE,Low,71
CUST003039,Corporate,UK,High,56
CUST003040,Retail,UAE,Medium,67
CUST003041,Private Banking,USA,Very High,77
CUST003042,Retail,Singapore,High,54
CUST003043,Retail,Singapore,Low,63
CUST003044,Corporate,UAE,Medium,47
CUST003045,SME,India,Very High,29
CUST003046,Private Banking,UAE,Low,31
CUST003047,SME,Singapore,High,50
CUST003048,Corporate,India,Low,29
CUST003049,Corporate,UK,Very High,47
CUST003050,SME,UAE,Medium,56
CUST003051,Corporate,UAE,High,66
CUST003052,Corporate,India,Medium,34
CUST003053,Private Banking,UK,Low,22
CUST003054,Retail,UAE,Medium,43
CUST003055,Private Banking,India,Medium,63
CUST003056,Private Banking,Singapore,High,43
CUST003057,Private Banking,UAE,Low,24
CUST003058,SME,UK,High,64
CUST003059,SME,Singapore,Medium,19
CUST003060,Retail,USA,Low,41
CUST003061,Private Banking,Singapore,Low,65
CUST003062,SME,USA,Medium,58
CUST003063,Corporate,USA,Medium,50
CUST003064,Private Banking,Singapore,Medium,69
CUST003065,Retail,India,Very High,61
CUST003066,SME,India,Medium,58
CUST003067,Private Banking,Singapore,Very High,80
CUST003068,Corporate,UK,High,27
CUST003069,SME,India,Very High,26
CUST003070,Retail,India,Very High,72
CUST003071,Retail,USA,High,26
CUST003072,Private Banking,UK,Low,45
CUST003073,SME,UAE,Very High,66
CUST003074,SME,UAE,High,22
CUST003075,SME,USA,High,40
CUST003076,Corporate,India,Low,19
CUST003077,Corporate,India,Low,50
CUST003078,Retail,USA,High,62
CUST003079,Corporate,Singapore,Medium,45
CUST003080,SME,Singapore,Low,18
CUST003081,SME,UAE,Low,46
CUST003082,SME,Singapore,Medium,38
CUST003083,Retail,Singapore,Medium,18
CUST003084,SME,UK,Medium,74
CUST003085,Corporate,Singapore,Very High,39
CUST003086,SME,USA,Low,80
CUST003087,Private Banking,USA,Medium,72
CUST003088,Retail,USA,Low,73
CUST003089,Private Banking,UAE,Medium,25
CUST003090,Private Banking,UAE,Very High,71
CUST003091,Private Banking,UK,Low,33
CUST003092,SME,India,High,41
CUST003093,Corporate,UK,Low,78
CUST003094,Retail,UAE,Low,45
CUST003095,Private Banking,UK,Very High,18
CUST003096,Retail,USA,High,36
CUST003097,Corporate,USA,Low,24
CUST003098,Corporate,India,Very High,44
CUST003099,Corporate,Singapore,Very High,71
CUST003100,SME,USA,Low,55
CUST003101,SME,UK,Low,25
CUST003102,Corporate,India,High,70
CUST003103,Retail,USA,Very High,57
CUST003104,Private Banking,India,Medium,25
CUST003105,Corporate,Singapore,High,41
CUST003106,SME,Singapore,Medium,26
CUST003107,Retail,UK,Medium,80
CUST003108,Private Banking,UAE,High,33
CUST003109,Corporate,UK,Low,79
CUST003110,Corporate,UAE,Very High,29
CUST003111,Corporate,Singapore,High,20
CUST003112,Retail,India,Low,76
CUST003113,Corporate,Singapore,High,38
CUST003114,Private Banking,Singapore,Very High,46
CUST003115,SME,UAE,Low,32
CUST003116,Retail,UAE,High,52
CUST003117,Retail,Singapore,Low,34
CUST003118,Corporate,USA,Low,63
CUST003119,Private Banking,India,Very High,22
CUST003120,Corporate,Singapore,Medium,56
CUST003121,SME,UK,High,79
CUST003122,Corporate,UK,Medium,20
CUST003123,Corporate,UK,Very High,46
CUST003124,Corporate,UAE,Very High,56
CUST003125,Retail,India,Medium,68
CUST003126,Private Banking,USA,Medium,19
CUST003127,Corporate,UK,Very High,44
CUST003128,SME,UAE,High,38
CUST003129,Retail,India,Very High,18
CUST003130,Corporate,USA,Very High,76
CUST003131,Retail,India,High,60
CUST003132,SME,Singapore,Low,67
CUST003133,SME,Singapore,Very High,63
CUST003134,Private Banking,India,Low,76
CUST003135,SME,UK,Very High,45
CUST003136,Retail,Singapore,Medium,18
CUST003137,Private Banking,UK,Very High,75
CUST003138,Retail,India,Medium,64
CUST003139,Private Banking,USA,Medium,47
CUST003140,Retail,UK,Very High,77
CUST003141,Retail,Singapore,Medium,51
CUST003142,Private Banking,USA,High,74
CUST003143,SME,USA,High,64
CUST003144,Private Banking,USA,Low,52
CUST003145,Corporate,Singapore,Very High,43
CUST003146,SME,India,Low,59
CUST003147,Retail,UAE,Medium,49
CUST003148,Corporate,USA,High,68
CUST003149,Corporate,UK,Very High,61
CUST003150,Corporate,UK,High,25
CUST003151,Retail,UAE,Very High,55
CUST003152,SME,UAE,Medium,42
CUST003153,Corporate,UK,Medium,37
CUST003154,Private Banking,UK,Low,62
CUST003155,Private Banking,India,High,33
CUST003156,Corporate,USA,Medium,76
CUST003157,Corporate,USA,Low,47
CUST003158,Private Banking,UK,High,46
CUST003159,SME,UAE,High,44
CUST003160,Retail,UAE,Very High,51
CUST003161,Corporate,Singapore,High,61
CUST003162,Retail,UAE,Medium,21
CUST003163,Private Banking,India,Very High,47
CUST003164,Private Banking,India,Medium,38
CUST003165,Retail,India,Very High,50
CUST003166,SME,UAE,Medium,27
CUST003167,SME,Singapore,High,36
CUST003168,Retail,Singapore,Medium,44
CUST003169,Corporate,Singapore,High,61
CUST003170,Retail,Singapore,Medium,23
CUST003171,SME,UAE,High,30
CUST003172,SME,UAE,Medium,38
CUST003173,Corporate,India,High,57
CUST003174,Private Banking,Singapore,High,56
CUST003175,Retail,Singapore,Medium,79
CUST003176,SME,Singapore,High,48
CUST003177,Private Banking,India,High,45
CUST003178,Corporate,India,Medium,63
CUST003179,Corporate,UK,High,40
CUST003180,Private Banking,India,Medium,20
CUST003181,Retail,UAE,Low,48
CUST003182,Corporate,India,Medium,44
CUST003183,Corporate,UK,High,54
CUST003184,Corporate,UAE,Very High,25
CUST003185,SME,India,Medium,77
CUST003186,Retail,Singapore,Very High,61
CUST003187,Retail,UAE,High,19
CUST003188,Private Banking,UAE,Low,75
CUST003189,SME,Singapore,Medium,76
CUST003190,SME,India,High,42
CUST003191,Corporate,UK,Very High,53
CUST003192,Corporate,Singapore,Low,77
CUST003193,Corporate,UK,High,38
CUST003194,Corporate,USA,High,21
CUST003195,SME,UAE,Medium,63
CUST003196,Corporate,UAE,Low,49
CUST003197,Private Banking,UAE,High,77
CUST003198,SME,Singapore,Medium,49
CUST003199,Private Banking,Singapore,Low,34
CUST003200,Private Banking,India,Low,51
CUST003201,SME,Singapore,Very High,54
CUST003202,Private Banking,Singapore,Very High,74
CUST003203,Retail,Singapore,Medium,27
CUST003204,Retail,USA,Very High,41
CUST003205,Corporate,India,Very High,24
CUST003206,Private Banking,USA,Low,45
CUST003207,Private Banking,India,Low,79
CUST003208,Corporate,India,Medium,20
CUST003209,Retail,Singapore,Medium,34
CUST003210,Corporate,USA,Low,47
CUST003211,Private Banking,USA,Very High,75
CUST003212,SME,India,Very High,29
CUST003213,Retail,USA,Medium,61
CUST003214,SME,Singapore,Low,65
CUST003215,SME,USA,Very High,68
CUST003216,SME,India,Low,72
CUST003217,Corporate,Singapore,Low,48
CUST003218,Retail,Singapore,Medium,76
CUST003219,Private Banking,India,Low,75
CUST003220,SME,Singapore,Medium,59
CUST003221,Private Banking,UAE,High,29
CUST003222,Private Banking,India,High,36
CUST003223,Corporate,UAE,Very High,68
CUST003224,SME,USA,Medium,21
CUST003225,Private Banking,Singapore,Medium,28
CUST003226,Retail,India,Medium,44
CUST003227,Retail,UK,High,44
CUST003228,Private Banking,UK,High,26
CUST003229,Corporate,UAE,Very High,18
CUST003230,Private Banking,India,Very High,74
CUST003231,Corporate,UAE,Medium,62
CUST003232,Corporate,UK,Medium,41
CUST003233,Private Banking,Singapore,Very High,53
CUST003234,Private Banking,UK,Very High,49
CUST003235,Corporate,India,Very High,18
CUST003236,Corporate,UAE,High,48
CUST003237,Private Banking,UAE,Low,45
CUST003238,Retail,Singapore,Very High,79
CUST003239,SME,USA,High,27
CUST003240,Private Banking,USA,Low,68
CUST003241,SME,USA,Medium,75
CUST003242,Private Banking,India,Very High,34
CUST003243,Retail,UAE,Low,18
CUST003244,Corporate,Singapore,Very High,22
CUST003245,Private Banking,India,High,42
CUST003246,Private Banking,USA,Low,68
CUST003247,SME,India,Very High,42
CUST003248,Corporate,UAE,High,58
CUST003249,Retail,Singapore,Very High,55
CUST003250,SME,India,Medium,66
CUST003251,Corporate,Singapore,High,33
CUST003252,Corporate,UK,Low,71
CUST003253,Private Banking,India,Low,54
CUST003254,Retail,USA,High,53
CUST003255,Retail,USA,Very High,18
CUST003256,Retail,UAE,Low,62
CUST003257,Private Banking,UAE,Low,41
CUST003258,SME,India,Very High,47
CUST003259,Retail,India,Very High,70
CUST003260,Corporate,India,High,32
CUST003261,SME,UAE,High,64
CUST003262,Private Banking,USA,Very High,46
CUST003263,SME,UK,Very High,23
CUST003264,Retail,UK,Low,23
CUST003265,Retail,USA,Low,21
CUST003266,Private Banking,India,Low,49
CUST003267,Corporate,India,Medium,18
CUST003268,Corporate,India,Medium,40
CUST003269,Corporate,USA,Very High,28
CUST003270,SME,USA,Medium,20
CUST003271,Retail,India,Medium,57
