transaction_id,account_id,date,direction,currency,amount,channel,monitoring_status
TXN00012052,ACC0001612,2026-05-31,CREDIT,GBP,1173215.3,Branch,Normal
TXN00012053,ACC0001675,2026-08-11,CREDIT,GBP,1483920.54,CrossBorder,Normal
TXN00012054,ACC0000776,2026-01-13,CREDIT,INR,1444911.51,ATM,Alert
TXN00012055,ACC0001153,2026-08-28,CREDIT,GBP,619421.48,Branch,Alert
TXN00012056,ACC0001744,2026-02-19,DEBIT,USD,1269904.31,Domestic,Alert
TXN00012057,ACC0000918,2026-06-02,CREDIT,AED,430538.12,Online,Normal
TXN00012058,ACC0000136,2026-06-19,DEBIT,INR,1032414.24,Domestic,Normal
TXN00012059,ACC0000524,2026-04-01,DEBIT,GBP,1428068.24,Online,Review
TXN00012060,ACC0000614,2026-03-16,DEBIT,AED,384830.6,Domestic,Review
TXN00012061,ACC0001965,2026-06-02,DEBIT,EUR,1155489.43,Domestic,Normal
TXN00012062,ACC0001907,2026-08-07,CREDIT,AED,1905864.88,CrossBorder,Normal
TXN00012063,ACC0000625,2026-07-05,DEBIT,AED,542472.22,Online,Normal
TXN00012064,ACC0001669,2026-01-08,DEBIT,AED,1873703.4,ATM,Review
TXN00012065,ACC0000001,2026-07-29,CREDIT,INR,147495.21,Domestic,Review
TXN00012066,ACC0001634,2026-03-24,DEBIT,INR,1263181.9,ATM,Review
TXN00012067,ACC0000796,2026-03-03,CREDIT,EUR,390723.59,Online,Alert
TXN00012068,ACC0000445,2026-02-10,DEBIT,EUR,797280.62,Branch,Alert
TXN00012069,ACC0001085,2026-03-06,DEBIT,AED,1081995.3,CrossBorder,Alert
TXN00012070,ACC0000029,2026-05-07,DEBIT,EUR,681158.26,Branch,Review
TXN00012071,ACC0000723,2026-04-12,CREDIT,INR,879112.63,Branch,Normal
TXN00012072,ACC0001273,2026-04-07,CREDIT,EUR,56585.17,ATM,Alert
TXN00012073,ACC0000792,2026-04-12,DEBIT,AED,981467.63,Domestic,Normal
TXN00012074,ACC0001005,2026-04-17,DEBIT,EUR,1086658.74,Domestic,Alert
TXN00012075,ACC0000233,2026-07-01,DEBIT,EUR,1804294.42,Online,Alert
TXN00012076,ACC0001864,2026-04-17,CREDIT,EUR,1071827.15,ATM,Normal
TXN00012077,ACC0000405,2026-08-15,DEBIT,EUR,346659.27,CrossBorder,Alert
TXN00012078,ACC0001201,2026-05-05,CREDIT,GBP,1659856.1,Online,Alert
TXN00012079,ACC0001541,2026-06-13,DEBIT,INR,1930323.08,Online,Normal
TXN00012080,ACC0001814,2026-03-08,DEBIT,EUR,1106008.17,Online,Alert
TXN00012081,ACC0000412,2026-05-13,CREDIT,AED,227510.9,Online,Review
TXN00012082,ACC0001577,2026-02-24,CREDIT,INR,555458.62,Online,Normal
TXN00012083,ACC0001968,2026-04-10,DEBIT,INR,1217075.48,ATM,Alert
TXN00012084,ACC0000526,2026-01-15,CREDIT,INR,579902.33,Online,Alert
TXN00012085,ACC0000289,2026-04-26,CREDIT,USD,747302.0,Online,Review
TXN00012086,ACC0000458,2026-07-19,CREDIT,USD,1609559.95,Domestic,Review
TXN00012087,ACC0001660,2026-01-17,DEBIT,INR,1195624.18,CrossBorder,Review
TXN00012088,ACC0000964,2026-02-01,DEBIT,INR,1559298.79,Branch,Normal
TXN00012089,ACC0001526,2026-06-08,DEBIT,GBP,406770.19,CrossBorder,Review
TXN00012090,ACC0000253,2026-04-23,CREDIT,INR,1363934.19,CrossBorder,Review
TXN00012091,ACC0000741,2026-07-10,CREDIT,GBP,1682162.38,Domestic,Alert
TXN00012092,ACC0000061,2026-03-29,CREDIT,EUR,1027534.85,CrossBorder,Alert
TXN00012093,ACC0000781,2026-03-14,DEBIT,INR,1198859.9,Domestic,Review
TXN00012094,ACC0000185,2026-07-02,CREDIT,INR,53542.96,Domestic,Alert
TXN00012095,ACC0001930,2026-01-07,DEBIT,USD,1427199.19,Domestic,Normal
TXN00012096,ACC0001233,2026-06-08,DEBIT,USD,442200.7,Online,Review
TXN00012097,ACC0001243,2026-05-28,DEBIT,EUR,49443.77,ATM,Review
TXN00012098,ACC0000206,2026-07-05,DEBIT,AED,721261.85,Branch,Alert
TXN00012099,ACC0000582,2026-05-19,CREDIT,GBP,318597.44,Branch,Normal
TXN00012100,ACC0000353,2026-02-28,DEBIT,GBP,747853.89,ATM,Normal
TXN00012101,ACC0000296,2026-04-08,CREDIT,USD,1685410.32,Online,Normal
TXN00012102,ACC0000851,2026-08-24,DEBIT,AED,479243.35,Branch,Normal
TXN00012103,ACC0001029,2026-03-14,CREDIT,GBP,524809.03,CrossBorder,Alert
TXN00012104,ACC0000574,2026-07-19,CREDIT,INR,747446.83,CrossBorder,Normal
TXN00012105,ACC0001096,2026-03-23,CREDIT,USD,1523930.25,ATM,Alert
TXN00012106,ACC0000879,2026-04-06,DEBIT,AED,154172.67,ATM,Alert
TXN00012107,ACC0001815,2026-05-05,DEBIT,GBP,440473.89,Online,Normal
TXN00012108,ACC0000121,2026-06-10,CREDIT,INR,415742.07,Branch,Alert
TXN00012109,ACC0001938,2026-03-30,DEBIT,EUR,1979574.98,Branch,Normal
TXN00012110,ACC0001678,2026-04-11,DEBIT,GBP,1615134.34,Online,Review
TXN00012111,ACC0001173,2026-05-04,DEBIT,EUR,1987551.43,Online,Review
TXN00012112,ACC0001557,2026-07-13,DEBIT,USD,1581489.98,ATM,Alert
TXN00012113,ACC0001728,2026-06-01,CREDIT,AED,691808.87,Online,Review
TXN00012114,ACC0001274,2026-05-27,DEBIT,INR,602924.08,Domestic,Normal
TXN00012115,ACC0001639,2026-07-08,DEBIT,EUR,1920671.09,Domestic,Alert
TXN00012116,ACC0000356,2026-06-29,DEBIT,EUR,1567929.03,CrossBorder,Review
TXN00012117,ACC0001059,2026-04-08,DEBIT,INR,611803.95,Online,Normal
TXN00012118,ACC0001756,2026-07-04,CREDIT,GBP,945771.83,Online,Normal
TXN00012119,ACC0000674,2026-06-02,DEBIT,AED,577820.57,CrossBorder,Normal
TXN00012120,ACC0001195,2026-05-17,CREDIT,AED,705043.88,CrossBorder,Review
TXN00012121,ACC0001666,2026-05-07,DEBIT,AED,1804666.42,CrossBorder,Normal
TXN00012122,ACC0001028,2026-02-15,CREDIT,AED,1289300.92,Branch,Alert
TXN00012123,ACC0000307,2026-02-05,CREDIT,INR,1987605.91,ATM,Normal
TXN00012124,ACC0001434,2026-06-03,CREDIT,INR,1934560.2,ATM,Alert
TXN00012125,ACC0001110,2026-02-18,CREDIT,GBP,460397.18,CrossBorder,Review
TXN00012126,ACC0000861,2026-04-14,CREDIT,AED,495208.78,Branch,Review
TXN00012127,ACC0000968,2026-03-25,DEBIT,EUR,1730631.66,ATM,Normal
TXN00012128,ACC0000423,2026-08-26,CREDIT,INR,442141.9,Branch,Alert
TXN00012129,ACC0001052,2026-08-26,DEBIT,INR,581988.47,Domestic,Normal
TXN00012130,ACC0001833,2026-08-28,DEBIT,EUR,204997.17,Branch,Normal
TXN00012131,ACC0000055,2026-04-18,DEBIT,USD,231748.16,Domestic,Normal
TXN00012132,ACC0000258,2026-03-06,CREDIT,GBP,698754.87,Online,Normal
TXN00012133,ACC0000139,2026-06-14,DEBIT,GBP,840920.62,Domestic,Normal
TXN00012134,ACC0000967,2026-01-14,DEBIT,AED,1561559.78,Domestic,Review
TXN00012135,ACC0001474,2026-08-14,DEBIT,GBP,1950665.41,Branch,Alert
TXN00012136,ACC0001079,2026-05-29,CREDIT,AED,1186367.79,CrossBorder,Normal
TXN00012137,ACC0000551,2026-08-29,DEBIT,EUR,1180014.14,Branch,Review
TXN00012138,ACC0000024,2026-03-22,CREDIT,GBP,819529.85,ATM,Review
TXN00012139,ACC0001428,2026-03-01,DEBIT,EUR,410951.18,ATM,Review
TXN00012140,ACC0001734,2026-04-17,CREDIT,EUR,1118177.15,ATM,Review
TXN00012141,ACC0000861,2026-05-05,CREDIT,AED,272002.77,Branch,Normal
TXN00012142,ACC0000438,2026-01-04,DEBIT,INR,597060.52,CrossBorder,Review
TXN00012143,ACC0001496,2026-07-08,CREDIT,GBP,1416797.18,Branch,Review
TXN00012144,ACC0000650,2026-04-20,CREDIT,EUR,763877.64,Domestic,Alert
TXN00012145,ACC0000256,2026-03-24,CREDIT,INR,136932.81,Domestic,Review
TXN00012146,ACC0001895,2026-08-24,CREDIT,USD,1807178.97,Branch,Review
TXN00012147,ACC0001733,2026-07-26,DEBIT,GBP,109120.78,ATM,Review
TXN00012148,ACC0001574,2026-08-24,CREDIT,EUR,640772.74,Domestic,Normal
TXN00012149,ACC0001211,2026-01-07,CREDIT,USD,1620609.08,CrossBorder,Review
TXN00012150,ACC0001971,2026-05-17,DEBIT,EUR,1671904.35,Branch,Review
TXN00012151,ACC0001276,2026-04-24,CREDIT,GBP,618810.27,Domestic,Alert
TXN00012152,ACC0001870,2026-03-04,DEBIT,USD,1241714.96,Branch,Alert
TXN00012153,ACC0001447,2026-04-26,DEBIT,GBP,1895277.09,ATM,Review
TXN00012154,ACC0000051,2026-08-05,DEBIT,USD,375470.33,Domestic,Normal
TXN00012155,ACC0001093,2026-02-11,DEBIT,AED,636179.68,Online,Alert
TXN00012156,ACC0001178,2026-06-09,DEBIT,AED,1020221.06,Online,Normal
TXN00012157,ACC0001896,2026-02-23,CREDIT,INR,1150226.0,Branch,Review
TXN00012158,ACC0001999,2026-06-28,DEBIT,EUR,1678553.92,Online,Alert
TXN00012159,ACC0000249,2026-01-16,CREDIT,EUR,1690625.97,ATM,Normal
TXN00012160,ACC0001643,2026-04-09,DEBIT,INR,1894744.04,CrossBorder,Normal
TXN00012161,ACC0000994,2026-03-30,CREDIT,GBP,660237.11,CrossBorder,Alert
TXN00012162,ACC0001335,2026-07-29,CREDIT,USD,957422.51,Domestic,Review
TXN00012163,ACC0000591,2026-02-17,DEBIT,AED,504459.26,CrossBorder,Review
TXN00012164,ACC0001034,2026-04-15,CREDIT,USD,1547890.77,ATM,Alert
TXN00012165,ACC0000034,2026-07-27,DEBIT,EUR,34077.98,Domestic,Alert
TXN00012166,ACC0001012,2026-03-28,CREDIT,USD,1341898.39,ATM,Normal
TXN00012167,ACC0000961,2026-05-04,DEBIT,USD,426171.66,Branch,Normal
TXN00012168,ACC0000301,2026-03-05,CREDIT,GBP,162894.1,CrossBorder,Alert
TXN00012169,ACC0000750,2026-07-17,DEBIT,GBP,1781885.04,ATM,Normal
TXN00012170,ACC0000150,2026-05-14,CREDIT,EUR,355224.45,Domestic,Review
TXN00012171,ACC0000260,2026-02-23,CREDIT,AED,1225447.21,ATM,Alert
TXN00012172,ACC0000598,2026-08-21,DEBIT,AED,1261794.32,Branch,Alert
TXN00012173,ACC0000486,2026-01-15,CREDIT,USD,357627.78,Branch,Normal
TXN00012174,ACC0001520,2026-06-10,DEBIT,AED,527957.12,Branch,Normal
TXN00012175,ACC0000080,2026-01-06,DEBIT,GBP,1208647.01,Domestic,Alert
TXN00012176,ACC0001481,2026-03-02,DEBIT,GBP,489263.59,CrossBorder,Review
TXN00012177,ACC0000398,2026-02-11,CREDIT,GBP,1336931.54,Branch,Normal
TXN00012178,ACC0000246,2026-05-02,CREDIT,AED,1850222.0,CrossBorder,Alert
TXN00012179,ACC0000320,2026-05-13,CREDIT,GBP,896111.32,Domestic,Alert
TXN00012180,ACC0000775,2026-01-29,CREDIT,AED,1667327.65,CrossBorder,Review
TXN00012181,ACC0000356,2026-06-20,DEBIT,INR,1805725.24,Online,Alert
TXN00012182,ACC0001832,2026-01-23,CREDIT,EUR,1200966.81,Branch,Alert
TXN00012183,ACC0001193,2026-07-15,DEBIT,USD,363615.12,Online,Review
TXN00012184,ACC0000880,2026-05-27,DEBIT,USD,1998840.68,Online,Alert
TXN00012185,ACC0000699,2026-07-04,CREDIT,GBP,80597.77,Online,Alert
TXN00012186,ACC0000249,2026-04-09,DEBIT,AED,1475185.45,Branch,Normal
TXN00012187,ACC0001018,2026-03-02,CREDIT,GBP,1084069.19,CrossBorder,Review
TXN00012188,ACC0000337,2026-01-09,DEBIT,GBP,1380854.71,Branch,Normal
TXN00012189,ACC0001372,2026-05-30,CREDIT,INR,1777980.07,Branch,Normal
TXN00012190,ACC0000279,2026-01-26,CREDIT,EUR,1247879.7,Domestic,Alert
TXN00012191,ACC0000603,2026-05-08,DEBIT,USD,1853118.47,Branch,Alert
TXN00012192,ACC0000144,2026-08-18,CREDIT,AED,742231.29,Online,Review
TXN00012193,ACC0001776,2026-04-19,DEBIT,INR,321782.38,Branch,Review
TXN00012194,ACC0001645,2026-04-23,DEBIT,GBP,1719427.24,Online,Normal
TXN00012195,ACC0000223,2026-07-11,DEBIT,USD,1991025.36,ATM,Alert
TXN00012196,ACC0000481,2026-03-25,CREDIT,GBP,1374430.38,Domestic,Alert
TXN00012197,ACC0000566,2026-03-21,DEBIT,AED,1250069.16,CrossBorder,Normal
TXN00012198,ACC0001741,2026-08-01,CREDIT,AED,1688417.06,Online,Alert
TXN00012199,ACC0001436,2026-03-12,CREDIT,USD,1562574.94,Domestic,Review
TXN00012200,ACC0001550,2026-06-15,DEBIT,AED,1602876.57,Online,Review
TXN00012201,ACC0001901,2026-04-14,CREDIT,GBP,1169732.15,Branch,Review
TXN00012202,ACC0000135,2026-04-07,DEBIT,INR,829934.63,Domestic,Alert
TXN00012203,ACC0001618,2026-06-28,CREDIT,GBP,1339256.79,ATM,Review
TXN00012204,ACC0001955,2026-08-08,CREDIT,INR,1143701.55,ATM,Review
TXN00012205,ACC0001549,2026-05-24,CREDIT,INR,575519.4,Domestic,Review
TXN00012206,ACC0000279,2026-03-06,CREDIT,USD,109248.58,Domestic,Review
TXN00012207,ACC0001296,2026-05-15,DEBIT,GBP,637982.06,CrossBorder,Review
TXN00012208,ACC0001925,2026-03-18,DEBIT,USD,802816.19,ATM,Review
TXN00012209,ACC0001521,2026-01-21,DEBIT,EUR,633248.13,Online,Normal
TXN00012210,ACC0000686,2026-01-25,DEBIT,GBP,1331193.91,Online,Review
TXN00012211,ACC0000919,2026-04-17,CREDIT,EUR,1716144.8,Branch,Review
TXN00012212,ACC0001400,2026-03-09,CREDIT,GBP,1005097.24,ATM,Alert
TXN00012213,ACC0001433,2026-06-01,CREDIT,GBP,333774.09,Domestic,Review
TXN00012214,ACC0000871,2026-06-26,DEBIT,INR,226235.4,Branch,Normal
TXN00012215,ACC0001394,2026-05-05,DEBIT,USD,695953.04,ATM,Review
TXN00012216,ACC0001724,2026-05-29,DEBIT,USD,714867.28,Branch,Normal
TXN00012217,ACC0001910,2026-01-24,DEBIT,EUR,23664.37,Domestic,Normal
TXN00012218,ACC0000794,2026-02-16,DEBIT,INR,393810.27,Branch,Alert
TXN00012219,ACC0000453,2026-08-22,DEBIT,GBP,1658767.63,Domestic,Review
TXN00012220,ACC0000120,2026-06-22,DEBIT,USD,125819.75,CrossBorder,Review
TXN00012221,ACC0000763,2026-01-15,CREDIT,GBP,930561.92,Online,Normal
TXN00012222,ACC0000927,2026-01-06,CREDIT,EUR,320992.05,Online,Review
TXN00012223,ACC0000221,2026-06-23,DEBIT,USD,611860.05,Branch,Normal
TXN00012224,ACC0001186,2026-02-09,DEBIT,EUR,1193831.74,Domestic,Review
TXN00012225,ACC0001980,2026-01-04,CREDIT,USD,1686159.86,Branch,Normal
TXN00012226,ACC0000955,2026-02-21,DEBIT,INR,1489111.53,CrossBorder,Review
TXN00012227,ACC0001838,2026-05-15,DEBIT,USD,212420.39,Online,Alert
TXN00012228,ACC0000055,2026-01-16,DEBIT,USD,1020191.38,ATM,Review
TXN00012229,ACC0001017,2026-01-19,CREDIT,EUR,515627.83,ATM,Normal
TXN00012230,ACC0001515,2026-02-27,DEBIT,EUR,1140919.47,Online,Review
TXN00012231,ACC0000879,2026-05-03,CREDIT,EUR,447419.05,Online,Review
TXN00012232,ACC0001575,2026-02-25,CREDIT,INR,1536227.14,CrossBorder,Review
TXN00012233,ACC0001004,2026-03-03,DEBIT,EUR,736085.52,ATM,Normal
TXN00012234,ACC0000344,2026-08-27,DEBIT,USD,301853.4,Online,Normal
TXN00012235,ACC0000984,2026-06-16,CREDIT,INR,784257.13,Online,Review
TXN00012236,ACC0001834,2026-07-12,DEBIT,AED,1250534.96,ATM,Normal
TXN00012237,ACC0000095,2026-04-24,CREDIT,USD,688624.66,Online,Alert
TXN00012238,ACC0000066,2026-07-23,DEBIT,GBP,1481107.79,Branch,Normal
TXN00012239,ACC0000146,2026-01-09,CREDIT,USD,810406.77,Domestic,Alert
TXN00012240,ACC0001469,2026-05-20,DEBIT,AED,1843488.72,CrossBorder,Alert
TXN00012241,ACC0001202,2026-05-06,DEBIT,INR,1731261.42,Online,Review
TXN00012242,ACC0001357,2026-06-26,CREDIT,GBP,843649.67,ATM,Normal
TXN00012243,ACC0001304,2026-06-06,CREDIT,INR,1403968.61,CrossBorder,Normal
TXN00012244,ACC0000086,2026-06-18,DEBIT,GBP,1791482.58,Online,Review
TXN00012245,ACC0001897,2026-07-04,DEBIT,GBP,1088506.34,CrossBorder,Review
TXN00012246,ACC0000570,2026-02-13,DEBIT,GBP,1885498.92,CrossBorder,Alert
TXN00012247,ACC0001474,2026-06-03,CREDIT,EUR,702079.9,Branch,Alert
TXN00012248,ACC0001374,2026-02-12,CREDIT,USD,584687.9,Domestic,Normal
TXN00012249,ACC0001614,2026-06-20,DEBIT,USD,1651852.37,ATM,Alert
TXN00012250,ACC0001700,2026-02-11,DEBIT,GBP,1020498.0,Online,Normal
TXN00012251,ACC0001611,2026-04-30,CREDIT,INR,1729633.73,ATM,Alert
TXN00012252,ACC0001598,2026-07-30,CREDIT,AED,1811206.21,Online,Review
TXN00012253,ACC0000949,2026-04-06,CREDIT,EUR,1949771.57,Online,Alert
TXN00012254,ACC0001230,2026-03-18,CREDIT,EUR,29315.02,Domestic,Alert
TXN00012255,ACC0001380,2026-04-07,DEBIT,GBP,1431811.55,Online,Normal
TXN00012256,ACC0000575,2026-04-01,DEBIT,USD,1105256.48,ATM,Alert
TXN00012257,ACC0001953,2026-02-21,CREDIT,EUR,1181169.01,CrossBorder,Alert
TXN00012258,ACC0000525,2026-06-24,CREDIT,AED,581032.83,Domestic,Review
TXN00012259,ACC0000842,2026-02-22,DEBIT,AED,1082149.66,Branch,Review
TXN00012260,ACC0000169,2026-08-05,DEBIT,USD,1071855.34,Domestic,Review
TXN00012261,ACC0000052,2026-04-25,CREDIT,EUR,1391651.55,Branch,Normal
TXN00012262,ACC0000852,2026-05-26,DEBIT,USD,1612645.03,CrossBorder,Review
TXN00012263,ACC0001741,2026-01-25,CREDIT,USD,223438.73,Domestic,Alert
TXN00012264,ACC0000726,2026-08-09,CREDIT,AED,1231797.82,CrossBorder,Review
TXN00012265,ACC0000341,2026-08-27,DEBIT,INR,826644.54,Online,Review
TXN00012266,ACC0000762,2026-01-14,CREDIT,USD,562968.44,Branch,Review
TXN00012267,ACC0001907,2026-05-14,CREDIT,AED,413097.37,ATM,Normal
TXN00012268,ACC0001879,2026-04-11,DEBIT,AED,1536600.76,Domestic,Alert
TXN00012269,ACC0000018,2026-02-08,CREDIT,EUR,9904.06,Branch,Normal
TXN00012270,ACC0001649,2026-01-24,DEBIT,AED,1335537.22,CrossBorder,Alert
TXN00012271,ACC0001624,2026-06-25,CREDIT,USD,1863541.11,Online,Review
TXN00012272,ACC0001227,2026-03-09,CREDIT,INR,1115121.24,CrossBorder,Normal
TXN00012273,ACC0001759,2026-03-31,CREDIT,USD,1575056.64,Online,Normal
TXN00012274,ACC0000756,2026-02-06,DEBIT,USD,1964112.68,Online,Review
TXN00012275,ACC0000424,2026-07-03,CREDIT,AED,1622723.12,ATM,Review
TXN00012276,ACC0001682,2026-05-29,CREDIT,GBP,1012745.84,Branch,Normal
TXN00012277,ACC0000637,2026-01-23,DEBIT,EUR,1275847.2,ATM,Normal
TXN00012278,ACC0001415,2026-03-19,DEBIT,GBP,1611967.24,Branch,Normal
TXN00012279,ACC0000028,2026-02-19,DEBIT,AED,1021352.65,CrossBorder,Normal
TXN00012280,ACC0000768,2026-01-14,DEBIT,USD,870781.32,Online,Alert
TXN00012281,ACC0000417,2026-05-15,CREDIT,EUR,240556.87,Online,Alert
TXN00012282,ACC0001538,2026-02-03,CREDIT,INR,991429.29,Online,Alert
TXN00012283,ACC0001924,2026-08-13,CREDIT,INR,222492.82,Domestic,Normal
TXN00012284,ACC0001630,2026-01-30,CREDIT,EUR,99255.34,CrossBorder,Normal
TXN00012285,ACC0000073,2026-04-12,CREDIT,AED,1746402.31,CrossBorder,Review
TXN00012286,ACC0000288,2026-01-14,DEBIT,EUR,1473770.44,Online,Review
TXN00012287,ACC0001212,2026-08-20,CREDIT,USD,1439051.73,Domestic,Alert
TXN00012288,ACC0000870,2026-08-23,CREDIT,INR,1278522.07,Online,Alert
TXN00012289,ACC0000031,2026-07-15,CREDIT,USD,377942.6,ATM,Alert
TXN00012290,ACC0000353,2026-04-18,CREDIT,GBP,1805778.34,Domestic,Normal
TXN00012291,ACC0000978,2026-03-01,CREDIT,EUR,878757.58,Domestic,Review
TXN00012292,ACC0000950,2026-05-03,CREDIT,AED,1466301.0,CrossBorder,Review
TXN00012293,ACC0000306,2026-01-26,CREDIT,GBP,1723201.01,Branch,Normal
TXN00012294,ACC0000119,2026-05-17,DEBIT,INR,682749.36,ATM,Normal
TXN00012295,ACC0000921,2026-01-20,DEBIT,EUR,1869290.72,Branch,Normal
TXN00012296,ACC0001283,2026-04-21,DEBIT,USD,672429.99,Branch,Alert
TXN00012297,ACC0000204,2026-07-31,CREDIT,EUR,640596.84,Branch,Normal
TXN00012298,ACC0000373,2026-07-20,DEBIT,GBP,1972273.85,ATM,Review
TXN00012299,ACC0001931,2026-05-21,CREDIT,INR,1383827.29,ATM,Alert
TXN00012300,ACC0000127,2026-05-08,CREDIT,USD,1264198.69,Branch,Alert
TXN00012301,ACC0000603,2026-02-28,DEBIT,AED,1490536.42,ATM,Normal
TXN00012302,ACC0000681,2026-05-16,CREDIT,USD,1997021.67,CrossBorder,Review
TXN00012303,ACC0000222,2026-02-24,CREDIT,EUR,1585951.04,Domestic,Review
TXN00012304,ACC0001966,2026-04-23,DEBIT,AED,1491141.64,Online,Normal
TXN00012305,ACC0000120,2026-07-28,CREDIT,EUR,640073.3,Domestic,Alert
TXN00012306,ACC0001378,2026-08-10,DEBIT,AED,1246367.23,Domestic,Alert
TXN00012307,ACC0000475,2026-07-20,CREDIT,EUR,1099151.47,Online,Review
TXN00012308,ACC0001277,2026-04-18,CREDIT,USD,1123575.1,Online,Alert
TXN00012309,ACC0000648,2026-05-25,DEBIT,GBP,507520.73,CrossBorder,Review
TXN00012310,ACC0001045,2026-06-26,CREDIT,AED,1857923.06,CrossBorder,Alert
TXN00012311,ACC0000161,2026-07-02,DEBIT,GBP,723725.63,ATM,Review
TXN00012312,ACC0000289,2026-08-15,DEBIT,USD,1285333.86,Branch,Alert
TXN00012313,ACC0000365,2026-08-06,CREDIT,USD,190665.59,Online,Normal
TXN00012314,ACC0001425,2026-01-08,CREDIT,EUR,719241.0,Online,Review
TXN00012315,ACC0001417,2026-02-08,CREDIT,GBP,414538.7,ATM,Review
TXN00012316,ACC0001674,2026-04-09,DEBIT,EUR,20688.57,Online,Review
TXN00012317,ACC0001301,2026-05-30,DEBIT,GBP,1094809.39,CrossBorder,Review
TXN00012318,ACC0001061,2026-04-22,DEBIT,EUR,334340.27,Branch,Review
TXN00012319,ACC0001806,2026-03-05,CREDIT,AED,820852.36,ATM,Alert
TXN00012320,ACC0000224,2026-04-29,CREDIT,GBP,1231071.18,Domestic,Alert
TXN00012321,ACC0000659,2026-03-12,CREDIT,GBP,1682987.9,Online,Alert
TXN00012322,ACC0000198,2026-01-22,CREDIT,USD,1295915.43,Online,Review
TXN00012323,ACC0000523,2026-07-16,DEBIT,AED,562476.95,ATM,Alert
TXN00012324,ACC0000837,2026-03-24,DEBIT,EUR,1872715.18,ATM,Normal
TXN00012325,ACC0001683,2026-02-14,DEBIT,USD,636787.11,Online,Alert
TXN00012326,ACC0000737,2026-05-02,CREDIT,INR,553678.81,CrossBorder,Normal
TXN00012327,ACC0001643,2026-02-11,DEBIT,EUR,1504688.51,ATM,Alert
TXN00012328,ACC0000957,2026-03-23,DEBIT,GBP,321818.12,Online,Review
TXN00012329,ACC0001398,2026-07-13,DEBIT,USD,653475.65,Domestic,Review
TXN00012330,ACC0001841,2026-04-02,DEBIT,INR,420186.61,Branch,Alert
TXN00012331,ACC0000551,2026-05-24,DEBIT,AED,1003131.93,CrossBorder,Alert
TXN00012332,ACC0001287,2026-03-17,CREDIT,EUR,192124.39,Online,Normal
TXN00012333,ACC0000957,2026-06-19,DEBIT,AED,981988.37,Branch,Review
TXN00012334,ACC0000450,2026-05-19,CREDIT,GBP,1113423.08,CrossBorder,Review
TXN00012335,ACC0000215,2026-07-10,DEBIT,AED,938337.16,ATM,Alert
TXN00012336,ACC0001188,2026-08-14,DEBIT,GBP,1315176.19,Online,Alert
TXN00012337,ACC0001876,2026-08-24,CREDIT,INR,261160.93,CrossBorder,Normal
TXN00012338,ACC0001136,2026-03-13,CREDIT,EUR,992709.38,ATM,Alert
TXN00012339,ACC0000582,2026-06-05,CREDIT,EUR,1055099.37,ATM,Alert
TXN00012340,ACC0001637,2026-07-29,CREDIT,INR,1688073.22,Domestic,Alert
TXN00012341,ACC0000766,2026-06-06,DEBIT,EUR,472882.97,CrossBorder,Normal
TXN00012342,ACC0000967,2026-02-14,DEBIT,USD,737160.11,Online,Alert
TXN00012343,ACC0001063,2026-02-17,DEBIT,GBP,1896671.34,Online,Alert
TXN00012344,ACC0001226,2026-01-13,DEBIT,EUR,965487.5,CrossBorder,Normal
TXN00012345,ACC0001375,2026-05-04,DEBIT,INR,1317450.24,Branch,Review
TXN00012346,ACC0001264,2026-07-28,CREDIT,EUR,684878.64,CrossBorder,Normal
TXN00012347,ACC0001508,2026-01-26,DEBIT,INR,1387994.54,Online,Alert
TXN00012348,ACC0001661,2026-01-09,DEBIT,INR,665190.46,ATM,Review
TXN00012349,ACC0001913,2026-08-15,CREDIT,USD,1099318.86,ATM,Review
TXN00012350,ACC0000837,2026-04-25,DEBIT,EUR,294680.5,Domestic,Normal
TXN00012351,ACC0000377,2026-04-20,DEBIT,AED,1205569.58,Online,Alert
TXN00012352,ACC0000075,2026-01-30,DEBIT,USD,1383177.37,CrossBorder,Review
TXN00012353,ACC0001411,2026-08-07,DEBIT,INR,1816917.7,ATM,Normal
TXN00012354,ACC0000274,2026-06-24,DEBIT,GBP,861571.08,CrossBorder,Normal
TXN00012355,ACC0000869,2026-04-12,DEBIT,AED,533308.11,ATM,Alert
TXN00012356,ACC0000964,2026-03-23,DEBIT,USD,851289.38,ATM,Normal
TXN00012357,ACC0000869,2026-02-20,DEBIT,USD,686841.53,ATM,Normal
TXN00012358,ACC0001434,2026-01-23,CREDIT,GBP,1320865.15,CrossBorder,Review
TXN00012359,ACC0000187,2026-02-06,CREDIT,INR,1007247.61,Online,Alert
TXN00012360,ACC0000489,2026-04-19,DEBIT,AED,390633.13,CrossBorder,Alert
TXN00012361,ACC0001105,2026-03-04,DEBIT,INR,978912.92,ATM,Normal
TXN00012362,ACC0001687,2026-02-26,DEBIT,GBP,1111982.08,Domestic,Review
TXN00012363,ACC0000798,2026-05-19,DEBIT,INR,715955.63,Online,Review
TXN00012364,ACC0000515,2026-04-25,CREDIT,INR,1855296.28,Online,Alert
TXN00012365,ACC0000801,2026-06-06,DEBIT,USD,1908379.19,Domestic,Normal
TXN00012366,ACC0000077,2026-03-17,DEBIT,INR,96484.76,CrossBorder,Normal
TXN00012367,ACC0001949,2026-05-15,DEBIT,USD,1195396.75,Branch,Review
