loan_id,customer_id,product,currency,principal,interest_rate,status,risk_band
LOAN0000781,CUST008896,term loan,USD,608859.41,16.56,Watch,High
LOAN0000782,CUST008328,term loan,GBP,189994.28,11.26,Watch,Very High
LOAN0000783,CUST001333,credit card,USD,9156978.32,17.87,Watch,High
LOAN0000784,CUST003841,term loan,USD,3779630.23,14.94,NonPerforming,Medium
LOAN0000785,CUST005931,term loan,GBP,5252253.26,16.57,NonPerforming,High
LOAN0000786,CUST005592,commercial overdraft,USD,7610769.57,6.46,Performing,High
LOAN0000787,CUST005822,term loan,GBP,4879961.94,6.87,Performing,Very High
LOAN0000788,CUST009333,commercial overdraft,INR,3197603.01,9.49,Watch,High
LOAN0000789,CUST006937,mortgage,GBP,5872815.78,10.6,NonPerforming,High
LOAN0000790,CUST005528,working capital,INR,2714586.81,6.55,NonPerforming,High
LOAN0000791,CUST003795,working capital,USD,1217758.35,5.21,Performing,Low
LOAN0000792,CUST004985,trade finance,USD,4922001.9,5.39,NonPerforming,High
LOAN0000793,CUST000953,term loan,INR,6237894.91,6.16,Performing,Very High
LOAN0000794,CUST000434,commercial overdraft,INR,9778047.09,17.83,NonPerforming,Very High
LOAN0000795,CUST004838,trade finance,GBP,7364117.14,15.51,Watch,Very High
LOAN0000796,CUST004595,commercial overdraft,INR,2435423.74,11.41,Watch,Very High
LOAN0000797,CUST008245,working capital,USD,2117090.17,16.51,Watch,Medium
LOAN0000798,CUST003817,credit card,GBP,9039900.31,6.79,NonPerforming,High
LOAN0000799,CUST002497,term loan,INR,7974886.74,14.67,Performing,Medium
LOAN0000800,CUST009183,mortgage,INR,5341405.94,6.9,NonPerforming,Medium
LOAN0000801,CUST002969,commercial overdraft,INR,1013488.26,11.36,NonPerforming,Medium
LOAN0000802,CUST009577,working capital,GBP,3478832.46,8.1,Watch,Low
LOAN0000803,CUST002321,commercial overdraft,USD,4532810.53,10.94,Watch,Very High
LOAN0000804,CUST003094,mortgage,INR,9743243.44,8.35,NonPerforming,Very High
LOAN0000805,CUST003008,trade finance,USD,8348048.46,14.8,Performing,Low
LOAN0000806,CUST000585,commercial overdraft,GBP,2720739.32,9.87,Performing,Low
LOAN0000807,CUST008145,working capital,INR,4375399.48,11.76,Performing,Very High
LOAN0000808,CUST002916,working capital,INR,4440653.45,12.39,NonPerforming,Low
LOAN0000809,CUST001012,commercial overdraft,GBP,1686511.72,14.03,Watch,Medium
LOAN0000810,CUST007394,commercial overdraft,INR,1355215.58,13.9,Watch,Very High
LOAN0000811,CUST009197,credit card,INR,6747004.37,12.03,Watch,Very High
LOAN0000812,CUST009499,mortgage,INR,6255568.22,14.78,Watch,Very High
LOAN0000813,CUST008845,working capital,INR,3873149.25,16.19,Performing,Medium
LOAN0000814,CUST009167,mortgage,USD,8463751.51,17.95,Watch,High
LOAN0000815,CUST004855,trade finance,GBP,8560563.5,14.12,NonPerforming,High
LOAN0000816,CUST001782,trade finance,GBP,7139447.74,17.29,Performing,Medium
LOAN0000817,CUST006632,working capital,INR,5389280.66,12.38,Performing,Medium
LOAN0000818,CUST003777,working capital,INR,8424343.88,16.52,NonPerforming,Low
LOAN0000819,CUST002273,mortgage,GBP,9255271.59,17.98,Watch,Medium
LOAN0000820,CUST008231,term loan,INR,9579842.25,14.66,Performing,Medium
LOAN0000821,CUST001735,commercial overdraft,INR,8633101.98,17.97,NonPerforming,Medium
LOAN0000822,CUST000849,trade finance,INR,9670457.75,13.23,Watch,Medium
LOAN0000823,CUST006881,working capital,GBP,2658625.57,5.47,Watch,Medium
LOAN0000824,CUST005454,credit card,INR,3822736.83,17.4,NonPerforming,Low
LOAN0000825,CUST001569,term loan,INR,8313129.47,6.6,Watch,Low
LOAN0000826,CUST002451,commercial overdraft,USD,4028227.63,14.0,Performing,Medium
LOAN0000827,CUST007173,credit card,USD,2151979.05,17.14,Performing,Very High
LOAN0000828,CUST002133,credit card,GBP,7958356.08,17.3,Performing,High
LOAN0000829,CUST007752,credit card,INR,907615.35,14.15,Performing,Low
LOAN0000830,CUST008886,term loan,USD,6617680.23,13.65,NonPerforming,Very High
LOAN0000831,CUST004229,term loan,GBP,3566676.81,7.91,Performing,High
LOAN0000832,CUST007021,term loan,INR,7775188.16,13.58,NonPerforming,High
LOAN0000833,CUST007898,commercial overdraft,GBP,9140355.61,5.78,Performing,Low
LOAN0000834,CUST002381,working capital,USD,1192355.21,17.9,Watch,High
LOAN0000835,CUST002665,commercial overdraft,INR,5159210.36,8.99,NonPerforming,High
LOAN0000836,CUST002854,working capital,USD,7812600.95,10.57,Watch,Medium
LOAN0000837,CUST006982,credit card,INR,2312635.33,10.94,Watch,Low
LOAN0000838,CUST000743,commercial overdraft,INR,7011682.45,5.44,Watch,Medium
LOAN0000839,CUST007416,term loan,GBP,4488348.15,8.38,Performing,Medium
LOAN0000840,CUST009607,working capital,INR,225978.59,14.45,Performing,Low
LOAN0000841,CUST002410,credit card,INR,2973005.27,8.37,NonPerforming,High
LOAN0000842,CUST003470,mortgage,USD,2942638.27,16.88,Watch,Very High
LOAN0000843,CUST002898,term loan,GBP,8713714.73,5.15,Watch,Medium
LOAN0000844,CUST003650,term loan,GBP,5188784.12,16.2,NonPerforming,Medium
LOAN0000845,CUST002217,working capital,GBP,3261384.0,9.99,NonPerforming,High
LOAN0000846,CUST005585,mortgage,INR,21200.68,15.12,NonPerforming,Low
LOAN0000847,CUST002400,credit card,GBP,2860890.39,17.44,NonPerforming,High
LOAN0000848,CUST002554,mortgage,INR,6238646.12,6.95,Watch,Low
LOAN0000849,CUST002564,working capital,USD,9834781.91,7.64,Performing,Medium
LOAN0000850,CUST005134,commercial overdraft,USD,7643796.1,12.46,NonPerforming,Medium
LOAN0000851,CUST009995,credit card,GBP,7007144.64,9.55,NonPerforming,Medium
LOAN0000852,CUST004027,mortgage,USD,7813208.87,13.31,Performing,High
LOAN0000853,CUST009070,credit card,INR,5733194.48,11.61,Performing,Medium
LOAN0000854,CUST000099,mortgage,GBP,2026158.65,8.5,Watch,High
LOAN0000855,CUST006299,mortgage,USD,6961561.45,9.05,Watch,High
LOAN0000856,CUST002563,term loan,USD,3874055.24,7.76,Performing,High
LOAN0000857,CUST001728,commercial overdraft,GBP,4105275.91,17.94,Watch,High
LOAN0000858,CUST007242,mortgage,GBP,2728156.11,14.56,Watch,Medium
LOAN0000859,CUST001195,credit card,USD,6507849.44,6.68,Watch,High
LOAN0000860,CUST007933,mortgage,GBP,4967789.7,9.39,Watch,Medium
LOAN0000861,CUST001487,trade finance,INR,9660044.04,17.11,NonPerforming,Very High
LOAN0000862,CUST009286,mortgage,INR,5714650.24,15.62,Performing,High
LOAN0000863,CUST001616,mortgage,USD,3760296.49,10.84,Watch,Very High
LOAN0000864,CUST009343,term loan,INR,7605833.43,8.35,NonPerforming,Low
LOAN0000865,CUST007311,trade finance,USD,6114008.08,13.45,NonPerforming,Medium
LOAN0000866,CUST003950,trade finance,INR,8165276.27,13.63,NonPerforming,Medium
LOAN0000867,CUST002116,term loan,GBP,3773177.79,9.83,Watch,Very High
LOAN0000868,CUST001400,term loan,GBP,224308.46,9.96,Performing,High
LOAN0000869,CUST001731,trade finance,GBP,2021867.59,13.75,NonPerforming,High
LOAN0000870,CUST000637,term loan,USD,9984465.16,5.14,Watch,Medium
LOAN0000871,CUST008619,trade finance,USD,6707683.86,9.06,Watch,Low
LOAN0000872,CUST000988,mortgage,GBP,925112.25,17.8,Performing,High
LOAN0000873,CUST001163,working capital,INR,3618088.58,17.32,NonPerforming,Medium
LOAN0000874,CUST009181,working capital,USD,6566607.33,10.65,NonPerforming,Very High
LOAN0000875,CUST005209,commercial overdraft,INR,6259356.39,16.78,Watch,Medium
LOAN0000876,CUST006473,trade finance,INR,7305370.76,13.11,Performing,High
LOAN0000877,CUST000738,credit card,INR,4848504.09,5.49,Watch,High
LOAN0000878,CUST007774,term loan,USD,4739067.78,12.48,Performing,Very High
LOAN0000879,CUST004925,commercial overdraft,INR,8977336.2,11.31,NonPerforming,Low
LOAN0000880,CUST001589,term loan,GBP,9863622.57,7.79,Watch,High
LOAN0000881,CUST009500,credit card,INR,9936635.21,7.43,Performing,Very High
LOAN0000882,CUST002624,credit card,INR,491817.97,8.9,NonPerforming,Medium
LOAN0000883,CUST007343,commercial overdraft,USD,2091063.31,11.02,Watch,High
LOAN0000884,CUST004871,trade finance,USD,9417499.34,11.91,Performing,High
LOAN0000885,CUST005634,trade finance,USD,636579.3,12.87,Performing,Very High
LOAN0000886,CUST007917,trade finance,USD,1243136.94,10.24,NonPerforming,Very High
LOAN0000887,CUST000165,term loan,GBP,3764911.5,6.69,Performing,Very High
LOAN0000888,CUST004326,trade finance,USD,9067186.17,9.8,Performing,Very High
LOAN0000889,CUST000017,commercial overdraft,USD,3974363.71,15.55,Performing,Very High
LOAN0000890,CUST006939,trade finance,INR,3895565.96,15.64,Performing,Low
LOAN0000891,CUST009197,working capital,INR,7886758.64,5.45,NonPerforming,High
LOAN0000892,CUST009256,mortgage,GBP,9191895.85,15.25,NonPerforming,Medium
LOAN0000893,CUST007613,working capital,GBP,232110.67,13.17,Performing,Very High
LOAN0000894,CUST000221,commercial overdraft,INR,7365406.65,8.05,NonPerforming,Very High
LOAN0000895,CUST002333,mortgage,INR,999676.41,12.13,Performing,Medium
LOAN0000896,CUST002688,mortgage,GBP,6982878.09,10.11,NonPerforming,Very High
LOAN0000897,CUST000514,mortgage,INR,293348.75,9.15,Watch,Medium
LOAN0000898,CUST003097,commercial overdraft,USD,751589.64,6.06,NonPerforming,High
LOAN0000899,CUST005867,trade finance,GBP,9816408.44,6.04,NonPerforming,Medium
LOAN0000900,CUST007124,mortgage,GBP,2698607.64,6.16,NonPerforming,High
LOAN0000901,CUST008152,commercial overdraft,INR,1076559.84,15.75,Watch,Medium
LOAN0000902,CUST009612,credit card,INR,882921.56,9.94,Watch,High
LOAN0000903,CUST009194,term loan,INR,8845214.79,17.27,Watch,Very High
LOAN0000904,CUST004403,term loan,INR,1453960.68,10.31,Performing,Low
LOAN0000905,CUST008305,trade finance,INR,3537614.53,15.55,Watch,High
LOAN0000906,CUST003596,commercial overdraft,INR,3113831.69,15.14,Watch,Medium
LOAN0000907,CUST003024,credit card,INR,4602742.71,7.15,NonPerforming,Medium
LOAN0000908,CUST009790,credit card,USD,6474408.1,9.46,Performing,Very High
LOAN0000909,CUST006223,working capital,INR,1506852.19,16.72,NonPerforming,Medium
LOAN0000910,CUST001977,commercial overdraft,USD,528128.84,16.5,Performing,High
LOAN0000911,CUST009620,mortgage,INR,9181388.23,16.4,Watch,High
LOAN0000912,CUST001632,trade finance,USD,8926085.4,13.46,Performing,Very High
LOAN0000913,CUST000873,term loan,GBP,6241908.94,13.93,Watch,Medium
LOAN0000914,CUST009413,credit card,USD,534618.45,9.12,Watch,High
LOAN0000915,CUST005940,term loan,GBP,3832863.36,12.15,NonPerforming,High
LOAN0000916,CUST005466,mortgage,USD,7337987.46,14.52,Watch,Medium
LOAN0000917,CUST003400,trade finance,USD,6651369.35,5.22,Performing,High
LOAN0000918,CUST002250,term loan,USD,2054143.14,17.4,Watch,High
LOAN0000919,CUST001761,working capital,GBP,5424402.29,6.96,Watch,High
LOAN0000920,CUST004108,mortgage,GBP,3053723.26,14.32,Watch,Medium
LOAN0000921,CUST009685,trade finance,GBP,724797.68,12.38,Performing,Very High
LOAN0000922,CUST006383,mortgage,GBP,2940889.38,13.8,NonPerforming,Medium
LOAN0000923,CUST007161,term loan,GBP,3966940.34,10.97,NonPerforming,Medium
LOAN0000924,CUST000696,trade finance,USD,9791515.76,13.79,Watch,High
LOAN0000925,CUST005099,term loan,INR,4318406.35,15.95,Performing,Medium
LOAN0000926,CUST000101,trade finance,USD,7604210.65,13.69,Watch,Medium
LOAN0000927,CUST008414,commercial overdraft,GBP,9087525.67,16.07,Performing,Very High
LOAN0000928,CUST000832,mortgage,GBP,5736195.07,9.41,Watch,Medium
LOAN0000929,CUST002422,mortgage,INR,1317836.32,11.98,Performing,Low
LOAN0000930,CUST009741,trade finance,INR,309864.67,11.43,NonPerforming,Medium
LOAN0000931,CUST006489,credit card,GBP,1722185.53,7.48,Watch,Low
LOAN0000932,CUST001677,commercial overdraft,USD,9960334.59,10.69,Performing,Very High
LOAN0000933,CUST000173,credit card,GBP,9265435.74,7.25,NonPerforming,Medium
LOAN0000934,CUST006702,term loan,INR,5816004.54,17.89,Watch,Low
LOAN0000935,CUST001703,mortgage,INR,5428770.24,6.87,Watch,Medium
LOAN0000936,CUST000905,credit card,USD,8873247.43,13.88,NonPerforming,Very High
LOAN0000937,CUST005958,mortgage,USD,6504418.47,14.25,Watch,Low
LOAN0000938,CUST004560,term loan,GBP,1117564.27,13.46,NonPerforming,Very High
LOAN0000939,CUST001191,credit card,USD,4897486.62,10.64,Watch,Low
LOAN0000940,CUST008172,mortgage,GBP,6674636.62,7.56,Performing,Low
LOAN0000941,CUST000892,mortgage,INR,9678839.34,8.19,NonPerforming,Very High
LOAN0000942,CUST004009,credit card,USD,8707979.12,13.58,Performing,Medium
LOAN0000943,CUST009580,commercial overdraft,INR,4681555.0,8.18,Performing,Medium
LOAN0000944,CUST000079,working capital,USD,9332706.03,13.32,Watch,Very High
LOAN0000945,CUST002935,mortgage,USD,4882946.92,7.51,NonPerforming,Low
LOAN0000946,CUST000072,term loan,INR,4173722.58,14.22,NonPerforming,High
LOAN0000947,CUST007593,commercial overdraft,GBP,4405072.7,16.14,NonPerforming,Medium
LOAN0000948,CUST003993,mortgage,GBP,3534232.41,14.26,NonPerforming,Very High
LOAN0000949,CUST005505,mortgage,GBP,3169039.74,6.31,Watch,Very High
LOAN0000950,CUST005547,mortgage,USD,1974074.47,17.04,Performing,Medium
LOAN0000951,CUST006536,mortgage,GBP,8317638.47,5.19,Performing,Medium
LOAN0000952,CUST007084,commercial overdraft,INR,8577720.34,5.41,Performing,High
LOAN0000953,CUST004593,commercial overdraft,USD,6009266.14,7.99,NonPerforming,High
LOAN0000954,CUST000118,commercial overdraft,GBP,2501158.02,12.56,Performing,Medium
LOAN0000955,CUST004094,working capital,INR,5154662.76,14.85,NonPerforming,Very High
LOAN0000956,CUST008160,commercial overdraft,GBP,3601091.88,9.07,Watch,Very High
LOAN0000957,CUST002637,trade finance,GBP,5368291.57,13.93,NonPerforming,Low
LOAN0000958,CUST005355,commercial overdraft,INR,5500163.78,12.63,Performing,Very High
LOAN0000959,CUST004843,working capital,GBP,3244972.8,6.85,Watch,High
LOAN0000960,CUST002052,credit card,GBP,2213000.43,13.59,Performing,High
LOAN0000961,CUST002574,term loan,GBP,8095059.3,14.89,Performing,High
LOAN0000962,CUST000491,working capital,USD,4937079.4,13.88,NonPerforming,Very High
LOAN0000963,CUST002933,commercial overdraft,USD,243672.02,10.28,Performing,High
LOAN0000964,CUST008926,term loan,INR,3218750.58,9.24,NonPerforming,Medium
LOAN0000965,CUST008377,mortgage,USD,9039978.52,15.5,Performing,Medium
LOAN0000966,CUST002546,commercial overdraft,GBP,8454915.26,12.86,NonPerforming,Medium
LOAN0000967,CUST008383,commercial overdraft,GBP,5174638.45,7.31,NonPerforming,Very High
LOAN0000968,CUST002355,commercial overdraft,INR,9780737.21,10.92,Performing,Low
LOAN0000969,CUST001464,commercial overdraft,GBP,3912378.2,17.81,Performing,Medium
LOAN0000970,CUST007499,credit card,USD,5391813.58,16.54,NonPerforming,High
LOAN0000971,CUST008301,working capital,GBP,8272922.02,8.38,Watch,Very High
LOAN0000972,CUST006319,credit card,USD,921736.06,8.09,NonPerforming,Medium
LOAN0000973,CUST000030,commercial overdraft,GBP,9927674.02,15.98,Performing,Low
LOAN0000974,CUST004569,mortgage,INR,9943034.98,9.23,NonPerforming,Very High
LOAN0000975,CUST000378,commercial overdraft,USD,6176983.77,8.05,Watch,High
LOAN0000976,CUST005223,trade finance,GBP,3948568.99,13.46,Watch,Very High
LOAN0000977,CUST009945,credit card,INR,8650395.73,12.07,Performing,Low
LOAN0000978,CUST001759,credit card,INR,3192315.72,5.68,NonPerforming,Very High
LOAN0000979,CUST009967,term loan,GBP,6847910.02,11.5,Watch,Very High
LOAN0000980,CUST009134,commercial overdraft,INR,7485569.88,5.38,Performing,Very High
LOAN0000981,CUST007724,credit card,USD,5766616.18,10.98,Performing,Medium
LOAN0000982,CUST004156,mortgage,GBP,2015027.87,17.25,NonPerforming,Low
LOAN0000983,CUST002530,mortgage,INR,18206.07,8.48,Performing,Medium
LOAN0000984,CUST007578,credit card,USD,7701667.43,11.09,Performing,Low
LOAN0000985,CUST006793,credit card,USD,6791924.39,15.2,NonPerforming,High
LOAN0000986,CUST006884,credit card,USD,1182531.69,16.55,Watch,Very High
LOAN0000987,CUST001481,commercial overdraft,USD,9779684.71,7.88,NonPerforming,High
LOAN0000988,CUST008324,term loan,INR,6553646.67,8.82,NonPerforming,Very High
LOAN0000989,CUST003585,mortgage,GBP,3536356.88,13.85,Watch,Low
LOAN0000990,CUST007989,mortgage,USD,342314.83,7.59,NonPerforming,Medium
LOAN0000991,CUST003586,credit card,GBP,9035699.31,8.94,Performing,Very High
LOAN0000992,CUST004171,trade finance,GBP,5455974.77,11.39,Watch,Medium
LOAN0000993,CUST003775,credit card,GBP,4160933.89,16.5,Performing,Very High
LOAN0000994,CUST006842,term loan,GBP,1917720.98,15.72,Watch,High
LOAN0000995,CUST000526,commercial overdraft,GBP,5147824.79,17.54,Performing,Low
LOAN0000996,CUST007103,mortgage,INR,1163585.42,9.28,NonPerforming,Very High
LOAN0000997,CUST006887,working capital,INR,9454632.25,7.89,NonPerforming,Medium
LOAN0000998,CUST003569,term loan,USD,8532893.39,8.56,NonPerforming,Low
LOAN0000999,CUST002473,credit card,INR,5353073.0,15.68,NonPerforming,Medium
LOAN0001000,CUST000707,credit card,INR,4079440.32,13.34,Performing,Low
LOAN0001001,CUST001723,commercial overdraft,GBP,9450523.28,14.7,Watch,Low
LOAN0001002,CUST009393,mortgage,USD,29042.48,13.54,Watch,Low
LOAN0001003,CUST006940,commercial overdraft,USD,3150879.11,15.65,Watch,Medium
LOAN0001004,CUST000385,trade finance,GBP,2597995.63,8.82,NonPerforming,Low
LOAN0001005,CUST005818,term loan,USD,2483151.94,15.14,Watch,High
LOAN0001006,CUST007956,mortgage,INR,3244249.38,8.74,Watch,Medium
LOAN0001007,CUST007761,commercial overdraft,INR,6951260.31,13.01,NonPerforming,Low
LOAN0001008,CUST009891,commercial overdraft,USD,6543870.86,6.98,NonPerforming,Very High
LOAN0001009,CUST004891,mortgage,USD,2724514.96,15.37,Watch,Very High
LOAN0001010,CUST008335,mortgage,USD,6455803.08,15.18,Performing,High
LOAN0001011,CUST001008,commercial overdraft,USD,9795386.16,7.0,Performing,Low
LOAN0001012,CUST004687,commercial overdraft,INR,4881612.15,14.96,Performing,Very High
LOAN0001013,CUST001743,commercial overdraft,INR,9231443.78,15.05,NonPerforming,High
LOAN0001014,CUST004308,working capital,USD,6249467.84,15.3,Watch,Very High
LOAN0001015,CUST003127,working capital,USD,7093460.28,17.55,NonPerforming,Very High
LOAN0001016,CUST007262,trade finance,INR,4429716.08,10.17,NonPerforming,Very High
LOAN0001017,CUST004548,credit card,INR,2776390.36,16.34,NonPerforming,High
LOAN0001018,CUST000985,credit card,GBP,7518882.32,14.27,Performing,Very High
LOAN0001019,CUST002897,commercial overdraft,USD,8155997.68,16.01,Performing,Very High
LOAN0001020,CUST005113,mortgage,GBP,6466906.35,5.18,NonPerforming,Low
LOAN0001021,CUST001708,commercial overdraft,USD,7720596.57,7.33,Watch,Very High
LOAN0001022,CUST003077,commercial overdraft,GBP,3901939.9,10.5,NonPerforming,Very High
LOAN0001023,CUST000526,trade finance,GBP,3852503.64,15.21,NonPerforming,Very High
LOAN0001024,CUST000339,commercial overdraft,INR,8278644.18,15.42,Watch,Medium
LOAN0001025,CUST001787,trade finance,USD,6441832.89,12.75,Performing,Very High
LOAN0001026,CUST007421,trade finance,GBP,1152413.84,12.32,Performing,Very High
LOAN0001027,CUST004581,term loan,INR,8902532.22,10.78,NonPerforming,Very High
LOAN0001028,CUST006879,term loan,GBP,6187396.08,5.07,Performing,Very High
LOAN0001029,CUST005002,credit card,GBP,973706.84,8.6,Watch,Low
LOAN0001030,CUST005395,term loan,USD,1335381.32,15.94,NonPerforming,Very High
LOAN0001031,CUST001816,trade finance,USD,1758695.53,7.4,NonPerforming,Low
LOAN0001032,CUST003630,credit card,USD,4027504.93,12.5,Performing,Medium
LOAN0001033,CUST004597,term loan,GBP,6232850.02,12.36,Watch,Low
LOAN0001034,CUST002011,term loan,INR,4437848.29,14.7,Watch,Medium
LOAN0001035,CUST008381,credit card,GBP,8623450.42,10.05,Watch,Medium
LOAN0001036,CUST008180,working capital,USD,4116988.17,11.49,Performing,Very High
LOAN0001037,CUST001038,commercial overdraft,INR,6147435.88,16.14,Watch,Medium
LOAN0001038,CUST009912,trade finance,USD,863287.78,5.46,Watch,Very High
LOAN0001039,CUST007551,mortgage,USD,7571813.12,7.13,NonPerforming,Medium
LOAN0001040,CUST003841,trade finance,USD,210629.78,6.01,Watch,High
LOAN0001041,CUST001549,trade finance,INR,4489548.77,11.8,Watch,High
LOAN0001042,CUST008450,mortgage,INR,4690971.35,10.22,NonPerforming,High
LOAN0001043,CUST003827,working capital,USD,7079180.79,13.97,NonPerforming,High
LOAN0001044,CUST009363,term loan,USD,4788546.42,14.1,Performing,Low
LOAN0001045,CUST002289,mortgage,GBP,959640.24,11.51,Watch,High
LOAN0001046,CUST001863,term loan,GBP,1756136.46,12.12,Performing,High
LOAN0001047,CUST008848,working capital,INR,9430386.16,5.18,NonPerforming,Low
LOAN0001048,CUST008743,term loan,USD,6744612.76,16.4,Performing,Very High
LOAN0001049,CUST007055,credit card,USD,5910941.42,14.48,Watch,Low
LOAN0001050,CUST002734,trade finance,USD,8529959.42,14.37,Performing,Medium
LOAN0001051,CUST008921,mortgage,USD,5594571.63,5.34,NonPerforming,High
LOAN0001052,CUST008469,mortgage,INR,8092063.11,5.31,Watch,Very High
LOAN0001053,CUST004063,working capital,USD,5698885.85,5.43,Watch,Low
LOAN0001054,CUST002368,credit card,USD,4086450.64,7.65,Performing,High
LOAN0001055,CUST006384,mortgage,GBP,2169688.02,13.28,Performing,Medium
LOAN0001056,CUST008896,mortgage,GBP,4831795.02,13.71,NonPerforming,Medium
LOAN0001057,CUST002562,trade finance,INR,6870690.9,11.63,Performing,Very High
LOAN0001058,CUST003353,commercial overdraft,GBP,9734119.38,16.24,Performing,Very High
LOAN0001059,CUST007483,mortgage,GBP,1629672.39,5.1,NonPerforming,Very High
LOAN0001060,CUST000478,credit card,USD,6641314.63,17.42,NonPerforming,Very High
LOAN0001061,CUST008597,mortgage,INR,3836905.36,8.48,Performing,Low
LOAN0001062,CUST001055,term loan,INR,1597228.45,12.93,NonPerforming,High
LOAN0001063,CUST007715,credit card,INR,3978042.38,15.84,Watch,Very High
LOAN0001064,CUST005413,credit card,USD,1743700.21,14.05,NonPerforming,Low
LOAN0001065,CUST002966,mortgage,INR,5979012.39,9.26,Performing,High
LOAN0001066,CUST001641,mortgage,GBP,1380333.21,12.84,Watch,Medium
LOAN0001067,CUST001873,credit card,GBP,8109485.64,10.85,Watch,Medium
LOAN0001068,CUST003804,credit card,USD,5291538.21,16.57,NonPerforming,High
LOAN0001069,CUST007447,commercial overdraft,INR,6928904.45,9.17,NonPerforming,Low
LOAN0001070,CUST001147,mortgage,USD,3953583.48,7.42,Performing,High
LOAN0001071,CUST000370,trade finance,USD,6824305.38,17.35,Performing,Medium
LOAN0001072,CUST001010,mortgage,GBP,8281351.99,16.99,Watch,Low
LOAN0001073,CUST009337,term loan,INR,1851850.22,17.69,Performing,Low
LOAN0001074,CUST000817,commercial overdraft,USD,1940747.31,11.83,Performing,High
LOAN0001075,CUST006020,trade finance,GBP,8960322.25,10.76,Watch,Low
LOAN0001076,CUST008639,term loan,GBP,2835620.84,9.9,Performing,High
LOAN0001077,CUST007095,working capital,GBP,3361161.1,16.42,NonPerforming,Low
LOAN0001078,CUST003142,credit card,USD,6267838.68,13.97,Performing,High
LOAN0001079,CUST008810,commercial overdraft,USD,5496265.74,16.35,NonPerforming,High
LOAN0001080,CUST004179,trade finance,INR,4083885.85,15.92,NonPerforming,Low
LOAN0001081,CUST007843,commercial overdraft,GBP,3667952.11,6.23,Performing,Very High
LOAN0001082,CUST007361,term loan,GBP,6257377.46,13.44,Performing,Low
LOAN0001083,CUST000138,working capital,INR,1123455.49,14.22,Watch,Low
LOAN0001084,CUST004439,trade finance,INR,7799033.52,6.98,NonPerforming,High
LOAN0001085,CUST003133,credit card,GBP,2818088.77,15.43,Watch,Medium
LOAN0001086,CUST003441,term loan,GBP,2223065.38,14.87,Watch,Low
LOAN0001087,CUST000183,trade finance,GBP,7061946.28,9.41,Watch,Medium
LOAN0001088,CUST001076,trade finance,GBP,2485496.71,11.4,Watch,High
LOAN0001089,CUST006185,mortgage,USD,9197759.78,12.15,Performing,Very High
LOAN0001090,CUST004949,term loan,INR,2655621.13,17.42,Watch,High
LOAN0001091,CUST005763,mortgage,INR,6484748.34,10.53,Performing,Very High
LOAN0001092,CUST003454,credit card,GBP,2762829.22,9.51,NonPerforming,Very High
LOAN0001093,CUST002997,commercial overdraft,INR,954917.06,16.57,Watch,Very High
LOAN0001094,CUST007364,mortgage,INR,9590834.28,8.19,NonPerforming,High
LOAN0001095,CUST006970,trade finance,INR,7111299.22,13.48,Watch,Medium
LOAN0001096,CUST002284,working capital,GBP,2770011.63,13.31,NonPerforming,Medium
LOAN0001097,CUST005319,working capital,GBP,1103982.99,15.19,Watch,High
LOAN0001098,CUST003586,mortgage,INR,337127.96,17.6,NonPerforming,Low
LOAN0001099,CUST003067,term loan,GBP,381013.8,8.67,NonPerforming,Medium
LOAN0001100,CUST003269,mortgage,GBP,7968998.58,16.04,Performing,Medium
LOAN0001101,CUST007636,trade finance,GBP,632079.6,10.99,NonPerforming,Medium
LOAN0001102,CUST007979,working capital,USD,8046062.74,7.02,Performing,Medium
LOAN0001103,CUST005129,mortgage,INR,7392385.38,7.2,NonPerforming,Very High
LOAN0001104,CUST003331,commercial overdraft,INR,9640850.02,11.88,Performing,Low
LOAN0001105,CUST006307,term loan,USD,8370865.16,17.99,Performing,Very High
LOAN0001106,CUST004256,working capital,GBP,1964043.83,12.27,Performing,Medium
LOAN0001107,CUST005124,commercial overdraft,GBP,4230606.99,14.86,Performing,High
LOAN0001108,CUST005335,mortgage,GBP,7721546.54,5.33,NonPerforming,High
LOAN0001109,CUST001265,credit card,INR,8561038.06,9.17,Performing,Medium
LOAN0001110,CUST004353,trade finance,USD,5520739.75,13.22,NonPerforming,High
LOAN0001111,CUST005776,credit card,INR,15740.86,8.69,Performing,Low
LOAN0001112,CUST000145,credit card,INR,1665085.01,10.38,NonPerforming,Medium
LOAN0001113,CUST008101,mortgage,USD,3529651.91,7.28,NonPerforming,Very High
LOAN0001114,CUST007136,mortgage,USD,9646236.86,14.69,Performing,High
LOAN0001115,CUST000699,working capital,USD,2733682.75,14.23,NonPerforming,Low
LOAN0001116,CUST007425,commercial overdraft,USD,9443574.04,11.92,Watch,Low
LOAN0001117,CUST006157,term loan,INR,997542.46,8.35,Performing,Very High
LOAN0001118,CUST001456,commercial overdraft,INR,6753047.13,15.64,Performing,Very High
LOAN0001119,CUST001710,term loan,INR,1445573.58,16.4,NonPerforming,Very High
LOAN0001120,CUST007556,mortgage,GBP,163765.1,12.15,Watch,High
LOAN0001121,CUST004120,credit card,GBP,5539308.9,14.2,Performing,High
LOAN0001122,CUST000712,mortgage,USD,2135434.96,15.56,NonPerforming,High
LOAN0001123,CUST007000,credit card,INR,9965549.66,9.91,Watch,Medium
